lakeid,fish_id,annnumber,length,radii_length_mm ,scalelength
MN,193,5,310,4.615138893,6.11391024
MN,193,4,310,4.154985527,6.11391024
MN,193,3,310,3.524787101,6.11391024
MN,193,2,310,2.45805429,6.11391024
MN,193,1,310,1.631543692,6.11391024
MN,194,EDGE,311,6.375861974,6.375861974
MN,194,10,311,6.146710302,6.375861974
MN,194,9,311,5.857601835,6.375861974
MN,194,8,311,5.621698696,6.375861974
MN,194,7,311,5.363237862,6.375861974
MN,194,6,311,5.073942209,6.375861974
MN,194,5,311,4.784646557,6.375861974
MN,194,4,311,4.449571933,6.375861974
MN,194,3,311,3.757330061,6.375861974
MN,194,2,311,2.640861721,6.375861974
MN,194,1,311,1.178046122,6.375861974
MN,195,EDGE,312,5.414998877,5.414998877
MN,195,9,312,5.228783597,5.414998877
MN,195,8,312,5.081567493,5.414998877
MN,195,7,312,4.781304376,5.414998877
MN,195,6,312,4.562451903,5.414998877
MN,195,5,312,4.270793057,5.414998877
MN,195,4,312,3.852067391,5.414998877
MN,195,3,312,3.335131292,5.414998877
MN,195,2,312,2.749033676,5.414998877
MN,195,1,312,1.526120562,5.414998877
MN,196,EDGE,313,5.676999591,5.676999591
MN,196,10,313,5.515061876,5.676999591
MN,196,9,313,5.31618387,5.676999591
MN,196,8,313,5.074059248,5.676999591
MN,196,7,313,4.882112931,5.676999591
MN,196,6,313,4.649343831,5.676999591
MN,196,5,313,4.386613605,5.676999591
MN,196,4,313,4.005412006,5.676999591
MN,196,3,313,3.406964507,5.676999591
MN,196,2,313,2.581372182,5.676999591
MN,196,1,313,1.718617982,5.676999591
MN,197,EDGE,317,6.277193825,6.277193825
MN,197,10,317,6.081612368,6.277193825
MN,197,9,317,5.774216117,6.277193825
MN,197,8,317,5.515643276,6.277193825
MN,197,7,317,5.156695513,6.277193825
MN,197,6,317,4.85860562,6.277193825
MN,197,5,317,4.397511243,6.277193825
MN,197,4,317,3.620675977,6.277193825
MN,197,3,317,3.116689216,6.277193825
MN,197,2,317,2.39721051,6.277193825
MN,197,1,317,1.649083237,6.277193825
MN,198,EDGE,336,6.794421517,6.794421517
MN,198,12,336,6.54698457,6.794421517
MN,198,11,336,6.367284413,6.794421517
MN,198,10,336,6.156760236,6.794421517
MN,198,9,336,5.709625397,6.794421517
MN,198,8,336,5.420391643,6.794421517
MN,198,7,336,5.035230872,6.794421517
MN,198,6,336,4.641720269,6.794421517
MN,198,5,336,4.315843529,6.794421517
MN,198,4,336,3.929418781,6.794421517
MN,198,3,336,3.276004781,6.794421517
MN,198,2,336,2.458325664,6.794421517
MN,198,1,336,1.674546791,6.794421517
MN,199,EDGE,337,5.956542181,5.956542181
MN,199,12,337,5.695674579,5.956542181
MN,199,11,337,5.526216117,5.956542181
MN,199,10,337,5.290210748,5.956542181
MN,199,9,337,5.065013411,5.956542181
MN,199,8,337,4.851423186,5.956542181
MN,199,7,337,4.631829257,5.956542181
MN,199,6,337,4.195860749,5.956542181
MN,199,5,337,3.820387524,5.956542181
MN,199,4,337,3.432982534,5.956542181
MN,199,3,337,3.089303077,5.956542181
MN,199,2,337,2.528720852,5.956542181
MN,199,1,337,1.127381276,5.956542181
MN,200,EDGE,338,6.999547958,6.999547958
MN,200,12,338,6.794235584,6.999547958
MN,200,11,338,6.586822772,6.999547958
MN,200,10,338,6.385777095,6.999547958
MN,200,9,338,6.11915739,6.999547958
MN,200,8,338,5.861424074,6.999547958
MN,200,7,338,5.534551275,6.999547958
MN,200,6,338,5.011053622,6.999547958
MN,200,5,338,4.605607533,6.999547958
MN,200,4,338,3.974721681,6.999547958
MN,200,3,338,3.056182843,6.999547958
MN,200,2,338,2.364972268,6.999547958
MN,200,1,338,1.37298257,6.999547958
MN,201,EDGE,345,7.267399256,7.267399256
MN,201,13,345,7.042201919,7.267399256
MN,201,12,345,6.813898265,7.267399256
MN,201,11,345,6.547888907,7.267399256
MN,201,10,345,6.347924128,7.267399256
MN,201,9,345,6.016606116,7.267399256
MN,201,8,345,5.676731346,7.267399256
MN,201,7,345,5.36722721,7.267399256
MN,201,6,345,5.050114016,7.267399256
MN,201,5,345,4.576613376,7.267399256
MN,201,4,345,3.788972821,7.267399256
MN,201,3,345,3.076836312,7.267399256
MN,201,2,345,2.32243457,7.267399256
MN,201,1,345,1.219541268,7.267399256
MN,202,EDGE,345,6.670866019,6.670866019
MN,202,12,345,6.404361806,6.670866019
MN,202,11,345,6.135833993,6.670866019
MN,202,10,345,5.875702958,6.670866019
MN,202,9,345,5.647498198,6.670866019
MN,202,8,345,5.390507693,6.670866019
MN,202,7,345,4.934098174,6.670866019
MN,202,6,345,4.567544099,6.670866019
MN,202,5,345,4.292837844,6.670866019
MN,202,4,345,3.813518617,6.670866019
MN,202,3,345,3.371448902,6.670866019
MN,202,2,345,2.714516312,6.670866019
MN,202,1,345,1.490893547,6.670866019
MN,203,EDGE,358,6.741251528,6.741251528
MN,203,12,358,6.510117556,6.741251528
MN,203,11,358,6.244108198,6.741251528
MN,203,10,358,6.013678546,6.741251528
MN,203,9,358,5.586751842,6.741251528
MN,203,8,358,5.267425213,6.741251528
MN,203,7,358,4.748814824,6.741251528
MN,203,6,358,4.506690201,6.741251528
MN,203,5,358,4.179983201,6.741251528
MN,203,4,358,3.922881327,6.741251528
MN,203,3,358,3.539836452,6.741251528
MN,203,2,358,2.953092081,6.741251528
MN,203,1,358,1.935009958,6.741251528
MN,204,EDGE,366,6.880847646,6.880847646
MN,204,13,366,6.660023489,6.880847646
MN,204,12,366,6.422644653,6.880847646
MN,204,11,366,6.110178688,6.880847646
MN,204,10,366,5.757935123,6.880847646
MN,204,9,366,5.537110966,6.880847646
MN,204,8,366,5.256819853,6.880847646
MN,204,7,366,4.985366769,6.880847646
MN,204,6,366,4.73123237,6.880847646
MN,204,5,366,4.264647885,6.880847646
MN,204,4,366,3.70736152,6.880847646
MN,204,3,366,3.034260253,6.880847646
MN,204,2,366,2.325402862,6.880847646
MN,204,1,366,1.301218824,6.880847646
MN,205,EDGE,379,7.218420496,7.218420496
MN,205,13,379,7.034253208,7.218420496
MN,205,12,379,6.813429051,7.218420496
MN,205,11,379,6.526263293,7.218420496
MN,205,10,379,6.199390494,7.218420496
MN,205,9,379,5.822189623,7.218420496
MN,205,8,379,5.561322021,7.218420496
MN,205,7,379,5.117470958,7.218420496
MN,205,6,379,4.646149454,7.218420496
MN,205,5,379,4.161788334,7.218420496
MN,205,4,379,3.718914918,7.218420496
MN,205,3,379,3.102977796,7.218420496
MN,205,2,379,2.403120424,7.218420496
MN,205,1,379,1.40481503,7.218420496
MN,206,EDGE,386,6.852408279,6.852408279
MN,206,14,386,6.748310773,6.852408279
MN,206,13,386,6.546189977,6.852408279
MN,206,12,386,6.352557423,6.852408279
MN,206,11,386,6.183098961,6.852408279
MN,206,10,386,5.983134182,6.852408279
MN,206,9,386,5.645338176,6.852408279
MN,206,8,386,5.365627577,6.852408279
MN,206,7,386,4.987136146,6.852408279
MN,206,6,386,4.631067892,6.852408279
MN,206,5,386,4.241292577,6.852408279
MN,206,4,386,3.79866391,6.852408279
MN,206,3,386,3.208145633,6.852408279
MN,206,2,386,2.572383378,6.852408279
MN,206,1,386,1.655379474,6.852408279
MN,207,EDGE,400,7.935605585,7.935605585
MN,207,14,400,7.707301931,7.935605585
MN,207,13,400,7.359391932,7.935605585
MN,207,12,400,7.030206714,7.935605585
MN,207,11,400,6.638351844,7.935605585
MN,207,10,400,6.433303537,7.935605585
MN,207,9,400,6.156122547,7.935605585
MN,207,8,400,5.810086403,7.935605585
MN,207,7,400,5.586579579,7.935605585
MN,207,6,400,5.211106355,7.935605585
MN,207,5,400,4.70187906,7.935605585
MN,207,4,400,4.251484386,7.935605585
MN,207,3,400,3.711580486,7.935605585
MN,207,2,400,2.905177481,7.935605585
MN,207,1,400,1.918390226,7.935605585
MN,208,EDGE,402,7.968914967,7.968914967
MN,208,14,402,7.799456505,7.968914967
MN,208,13,402,7.644704437,7.968914967
MN,208,12,402,7.504655566,7.968914967
MN,208,11,402,7.261637491,7.968914967
MN,208,10,402,7.047287608,7.968914967
MN,208,9,402,6.793153208,7.968914967
MN,208,8,402,6.423497117,7.968914967
MN,208,7,402,6.127596408,7.968914967
MN,208,6,402,5.883688155,7.968914967
MN,208,5,402,5.401457091,7.968914967
MN,208,4,402,4.58278464,7.968914967
MN,208,3,402,3.881612399,7.968914967
MN,208,2,402,2.944445731,7.968914967
MN,208,1,402,1.815479604,7.968914967
RD,91,EDGE,141,2.462071738,2.462071738
RD,91,1,141,1.271533852,2.462071738
RD,92,EDGE,145,2.278322775,2.278322775
RD,92,1,145,0.920814969,2.278322775
RD,93,EDGE,147,2.551073939,2.551073939
RD,93,1,147,1.140157191,2.551073939
RD,94,EDGE,149,2.360921068,2.360921068
RD,94,1,149,1.34136183,2.360921068
RD,95,EDGE,149,2.624540327,2.624540327
RD,95,2,149,2.113050716,2.624540327
RD,95,1,149,1.270028729,2.624540327
RD,96,EDGE,155,2.793024149,2.793024149
RD,96,2,155,2.289399037,2.793024149
RD,96,1,155,1.121997032,2.793024149
RD,97,EDGE,157,2.807880684,2.807880684
RD,97,2,157,2.2455866,2.807880684
RD,97,1,157,1.055467893,2.807880684
RD,98,EDGE,157,2.817653284,2.817653284
RD,98,2,157,2.417030069,2.817653284
RD,98,1,157,1.130929741,2.817653284
RD,99,EDGE,157,2.695586004,2.695586004
RD,99,2,157,2.308690476,2.695586004
RD,99,1,157,1.261289971,2.695586004
RD,100,EDGE,159,2.850511394,2.850511394
RD,100,2,159,2.117335578,2.850511394
RD,100,1,159,1.377273211,2.850511394
RD,101,EDGE,161,2.674057701,2.674057701
RD,101,2,161,2.192549329,2.674057701
RD,101,1,161,1.061987311,2.674057701
RD,102,EDGE,163,2.925881796,2.925881796
RD,102,2,163,2.275278366,2.925881796
RD,102,1,163,1.388039195,2.925881796
RD,103,EDGE,167,2.802833315,2.802833315
RD,103,2,167,2.097758158,2.802833315
RD,103,1,167,1.313293617,2.802833315
RD,104,EDGE,169,3.035957571,3.035957571
RD,104,2,169,2.395661382,3.035957571
RD,104,1,169,1.453420941,3.035957571
RD,105,EDGE,177,3.140903465,3.140903465
RD,105,3,177,2.771378288,3.140903465
RD,105,2,177,2.108116017,3.140903465
RD,105,1,177,1.277015752,3.140903465
RD,106,EDGE,178,3.306645268,3.306645268
RD,106,3,178,2.833499472,3.306645268
RD,106,2,178,1.954547157,3.306645268
RD,106,1,178,1.013013043,3.306645268
RD,107,EDGE,182,3.328152853,3.328152853
RD,107,3,182,2.842688462,3.328152853
RD,107,2,182,1.819871838,3.328152853
RD,107,1,182,0.969385857,3.328152853
RD,108,EDGE,183,3.357750602,3.357750602
RD,108,3,183,2.991162694,3.357750602
RD,108,2,183,2.382835175,3.357750602
RD,108,1,183,1.305609201,3.357750602
RD,109,EDGE,184,3.192469422,3.192469422
RD,109,3,184,2.809028387,3.192469422
RD,109,2,184,1.988805812,3.192469422
RD,109,1,184,1.106548266,3.192469422
RD,110,EDGE,187,2.980789017,2.980789017
RD,110,3,187,2.418494933,2.980789017
RD,110,2,187,1.802019808,2.980789017
RD,110,1,187,1.186759946,2.980789017
RD,111,EDGE,188,3.319721359,3.319721359
RD,111,3,188,2.817418967,3.319721359
RD,111,2,188,2.0231568,3.319721359
RD,111,1,188,1.249365743,3.319721359
RD,112,EDGE,190,3.442494297,3.442494297
RD,112,4,190,2.847434944,3.442494297
RD,112,3,190,2.325165786,3.442494297
RD,112,2,190,1.759921556,3.442494297
RD,112,1,190,0.972811259,3.442494297
RD,113,EDGE,205,3.798121927,3.798121927
RD,113,4,205,3.336722086,3.798121927
RD,113,3,205,2.915063151,3.798121927
RD,113,2,205,2.409460445,3.798121927
RD,113,1,205,1.200485002,3.798121927
RD,114,EDGE,208,3.646839453,3.646839453
RD,114,3,208,3.186156039,3.646839453
RD,114,2,208,2.224220831,3.646839453
RD,114,1,208,1.199714324,3.646839453
RD,115,EDGE,211,3.474478178,3.474478178
RD,115,4,211,2.98085986,3.474478178
RD,115,3,211,2.4502187,3.474478178
RD,115,2,211,1.781089499,3.474478178
RD,115,1,211,1.068856034,3.474478178
RD,116,EDGE,215,3.275981283,3.275981283
RD,116,4,215,2.975185388,3.275981283
RD,116,3,215,2.585292285,3.275981283
RD,116,2,215,1.973828685,3.275981283
RD,116,1,215,1.333402632,3.275981283
RD,117,EDGE,267,5.312409318,5.312409318
RD,117,7,267,4.828317266,5.312409318
RD,117,6,267,4.416839528,5.312409318
RD,117,5,267,3.921371501,5.312409318
RD,117,4,267,3.420561347,5.312409318
RD,117,3,267,2.926774587,5.312409318
RD,117,2,267,2.07824645,5.312409318
RD,117,1,267,1.242357092,5.312409318
RD,118,EDGE,297,5.108669218,5.108669218
RD,118,10,297,4.869877293,5.108669218
RD,118,9,297,4.680038093,5.108669218
RD,118,8,297,4.464886999,5.108669218
RD,118,7,297,4.169702133,5.108669218
RD,118,6,297,3.847037537,5.108669218
RD,118,5,297,3.466305935,5.108669218
RD,118,4,297,3.041812578,5.108669218
RD,118,3,297,2.543708215,5.108669218
RD,118,2,297,1.989008019,5.108669218
RD,118,1,297,1.513272346,5.108669218
RD,119,EDGE,317,5.718807038,5.718807038
RD,119,10,317,5.414438293,5.718807038
RD,119,9,317,5.102246657,5.718807038
RD,119,8,317,4.864446623,5.718807038
RD,119,7,317,4.590262897,5.718807038
RD,119,6,317,4.135946569,5.718807038
RD,119,5,317,3.597835605,5.718807038
RD,119,4,317,3.168360269,5.718807038
RD,119,3,317,2.703190905,5.718807038
RD,119,2,317,2.217726514,5.718807038
RD,119,1,317,1.277341314,5.718807038
RD,120,EDGE,354,7.084481305,7.084481305
RD,120,14,354,6.807581329,7.084481305
RD,120,13,354,6.581984408,7.084481305
RD,120,12,354,6.289600131,7.084481305
RD,120,11,354,6.02404458,7.084481305
RD,120,10,354,5.822594535,7.084481305
RD,120,9,354,5.625737738,7.084481305
RD,120,8,354,5.230969457,7.084481305
RD,120,7,354,4.786273293,7.084481305
RD,120,6,354,4.421276782,7.084481305
RD,120,5,354,3.973598549,7.084481305
RD,120,4,354,3.411748324,7.084481305
RD,120,3,354,2.76924801,7.084481305
RD,120,2,354,2.178677617,7.084481305
RD,120,1,354,1.420081694,7.084481305
UB,61,EDGE,361,6.798118585,6.798118585
UB,61,13,361,6.497568376,6.798118585
UB,61,12,361,6.115526745,6.798118585
UB,61,11,361,5.767936506,6.798118585
UB,61,10,361,5.481759244,6.798118585
UB,61,9,361,5.137686029,6.798118585
UB,61,8,361,4.727596373,6.798118585
UB,61,7,361,4.38850827,6.798118585
UB,61,6,361,3.982392446,6.798118585
UB,61,5,361,3.549224696,6.798118585
UB,61,4,361,3.004154833,6.798118585
UB,61,3,361,2.51672933,6.798118585
UB,61,2,361,1.979299961,6.798118585
UB,61,1,361,1.176911473,6.798118585
UB,62,EDGE,304,6.274249391,6.274249391
UB,62,10,304,5.895618915,6.274249391
UB,62,9,304,5.551545699,6.274249391
UB,62,8,304,5.153700296,6.274249391
UB,62,7,304,4.791711511,6.274249391
UB,62,6,304,4.420433782,6.274249391
UB,62,5,304,3.885423916,6.274249391
UB,62,4,304,3.396171911,6.274249391
UB,62,3,304,2.823817386,6.274249391
UB,62,2,304,2.124450437,6.274249391
UB,62,1,304,1.396006583,6.274249391
UB,63,EDGE,300,5.606168722,5.606168722
UB,63,10,300,5.217394562,5.606168722
UB,63,9,300,4.850069045,5.606168722
UB,63,8,300,4.301884048,5.606168722
UB,63,7,300,3.986587168,5.606168722
UB,63,6,300,3.548024379,5.606168722
UB,63,5,300,3.20536808,5.606168722
UB,63,4,300,2.78492938,5.606168722
UB,63,3,300,2.424512026,5.606168722
UB,63,2,300,2.04588155,5.606168722
UB,63,1,300,1.440881772,5.606168722
UB,64,EDGE,298,5.674127794,5.674127794
UB,64,9,298,5.264038139,5.674127794
UB,64,8,298,4.800487297,5.674127794
UB,64,7,298,4.291098455,5.674127794
UB,64,6,298,3.828072685,5.674127794
UB,64,5,298,3.273271295,5.674127794
UB,64,4,298,2.660679589,5.674127794
UB,64,3,298,2.151290747,5.674127794
UB,64,2,298,1.564249114,5.674127794
UB,64,1,298,0.960859808,5.674127794
UB,65,EDGE,291,5.882788817,5.882788817
UB,65,9,291,5.512604693,5.882788817
UB,65,8,291,5.187183355,5.882788817
UB,65,7,291,4.805141724,5.882788817
UB,65,6,291,4.285508926,5.882788817
UB,65,5,291,3.539249927,5.882788817
UB,65,4,291,3.051658096,5.882788817
UB,65,3,291,2.445052121,5.882788817
UB,65,2,291,1.976455915,5.882788817
UB,65,1,291,1.399023725,5.882788817
UB,66,EDGE,290,5.989046073,5.989046073
UB,66,9,290,5.628853769,5.989046073
UB,66,8,290,5.169520308,5.989046073
UB,66,7,290,4.660131466,5.989046073
UB,66,6,290,4.176044534,5.989046073
UB,66,5,290,3.54467972,5.989046073
UB,66,4,290,2.905148166,5.989046073
UB,66,3,290,2.355191015,5.989046073
UB,66,2,290,1.886594809,5.989046073
UB,66,1,290,1.27506295,5.989046073
UB,67,EDGE,274,5.130323514,5.130323514
UB,67,8,274,4.741549354,5.130323514
UB,67,7,274,4.305954875,5.130323514
UB,67,6,274,4.040962496,5.130323514
UB,67,5,274,3.617640754,5.130323514
UB,67,4,274,3.270050515,5.130323514
UB,67,3,274,2.470293811,5.130323514
UB,67,2,274,1.909387534,5.130323514
UB,67,1,274,1.161934259,5.130323514
UB,68,EDGE,270,5.158432688,5.158432688
UB,68,9,270,4.81553983,5.158432688
UB,68,8,270,4.37734698,5.158432688
UB,68,7,270,4.11481398,5.158432688
UB,68,6,270,3.775725877,5.158432688
UB,68,5,270,3.240261521,5.158432688
UB,68,4,270,2.784650291,5.158432688
UB,68,3,270,2.211587844,5.158432688
UB,68,2,270,1.734757986,5.158432688
UB,68,1,270,1.077345357,5.158432688
UB,69,EDGE,267,4.59641289,4.59641289
UB,69,7,267,4.359533386,4.59641289
UB,69,6,267,3.948061957,4.59641289
UB,69,5,267,3.623389002,4.59641289
UB,69,4,267,3.293021767,4.59641289
UB,69,3,267,3.017527629,4.59641289
UB,69,2,267,2.506073582,4.59641289
UB,69,1,267,1.587759789,4.59641289
UB,70,EDGE,260,5.078278001,5.078278001
UB,70,8,260,4.634751233,5.078278001
UB,70,7,260,4.319454353,5.078278001
UB,70,6,260,3.779015838,5.078278001
UB,70,5,260,3.319858941,5.078278001
UB,70,4,260,2.913743117,5.078278001
UB,70,3,260,2.408189127,5.078278001
UB,70,2,260,1.921596119,5.078278001
UB,70,1,260,1.15486438,5.078278001
UB,71,EDGE,253,4.895239229,4.895239229
UB,71,5,253,4.447560996,4.895239229
UB,71,4,253,3.801189386,4.895239229
UB,71,3,253,3.063490542,4.895239229
UB,71,2,253,2.268809681,4.895239229
UB,71,1,253,1.478325737,4.895239229
UB,72,EDGE,250,4.38840628,4.38840628
UB,72,7,250,3.939789694,4.38840628
UB,72,6,250,3.585727804,4.38840628
UB,72,5,250,3.157644138,4.38840628
UB,72,4,250,2.752928372,4.38840628
UB,72,3,250,2.177042941,4.38840628
UB,72,2,250,1.657410143,4.38840628
UB,72,1,250,0.998519074,4.38840628
UB,73,EDGE,238,3.965876038,3.965876038
UB,73,6,238,3.533270236,3.965876038
UB,73,5,238,3.172852882,3.965876038
UB,73,4,238,2.875557826,3.965876038
UB,73,3,238,2.493304008,3.965876038
UB,73,2,238,1.861040819,3.965876038
UB,73,1,238,1.10850608,3.965876038
UB,74,EDGE,235,4.469366349,4.469366349
UB,74,5,235,4.061656344,4.469366349
UB,74,4,235,3.48703954,4.469366349
UB,74,3,235,2.911717598,4.469366349
UB,74,2,235,2.125045731,4.469366349
UB,74,1,235,1.197944046,4.469366349
UB,75,EDGE,230,3.756916705,3.756916705
UB,75,5,230,3.135911327,3.756916705
UB,75,4,230,2.700316848,3.756916705
UB,75,3,230,2.29760961,3.756916705
UB,75,2,230,1.85941676,3.756916705
UB,75,1,230,1.415159304,3.756916705
UB,76,EDGE,213,3.772060265,3.772060265
UB,76,5,213,3.400782537,3.772060265
UB,76,4,213,2.979188254,3.772060265
UB,76,3,213,2.532019989,3.772060265
UB,76,2,213,2.072863093,3.772060265
UB,76,1,213,1.323676088,3.772060265
UB,77,EDGE,208,3.904376035,3.904376035
UB,77,5,208,3.342747405,3.904376035
UB,77,4,208,2.987999127,3.904376035
UB,77,3,208,2.482926541,3.904376035
UB,77,2,208,1.62818102,3.904376035
UB,77,1,208,1.141588013,3.904376035
UB,78,EDGE,182,3.200424236,3.200424236
UB,78,4,182,2.846362346,3.200424236
UB,78,3,182,2.309083877,3.200424236
UB,78,2,182,1.638845456,3.200424236
UB,78,1,182,0.986509448,3.200424236
UB,79,EDGE,174,2.727573612,2.727573612
UB,79,4,174,2.383500397,2.727573612
UB,79,3,174,2.040607539,2.727573612
UB,79,2,174,1.701519436,2.727573612
UB,79,1,174,0.972519221,2.727573612
UB,80,EDGE,153,2.545394987,2.545394987
UB,80,3,153,2.103883844,2.545394987
UB,80,2,153,1.622484438,2.545394987
UB,80,1,153,1.13589143,2.545394987
UB,81,EDGE,150,2.454148547,2.454148547
UB,81,2,150,2.005531961,2.454148547
UB,81,1,150,1.572364211,2.454148547
UB,82,EDGE,146,2.238618125,2.238618125
UB,82,2,146,1.86256632,2.238618125
UB,82,1,146,1.314825257,2.238618125
UB,83,EDGE,145,1.887673426,1.887673426
UB,83,2,145,1.562252088,1.887673426
UB,83,1,145,1.112011708,1.887673426
UB,84,EDGE,143,2.201024872,2.201024872
UB,84,2,143,1.779046098,2.201024872
UB,84,1,143,1.422246576,2.201024872
UB,85,EDGE,139,2.309860144,2.309860144
UB,85,2,139,1.857643046,2.309860144
UB,85,1,139,1.358383509,2.309860144
UB,86,EDGE,136,2.011999403,2.011999403
UB,86,2,136,1.652483094,2.011999403
UB,86,1,136,1.003137183,2.011999403
UB,87,EDGE,132,2.01984051,2.01984051
UB,87,2,132,1.675767295,2.01984051
UB,87,1,132,1.153178036,2.01984051
UB,88,EDGE,129,1.971127435,1.971127435
UB,88,2,129,1.610485172,1.971127435
UB,88,1,129,1.260801697,1.971127435
UB,89,EDGE,124,2.096885844,2.096885844
UB,89,2,124,1.676447144,2.096885844
UB,89,1,124,1.090511571,2.096885844
UB,90,EDGE,118,1.956718552,1.956718552
UB,90,2,118,1.564414728,1.956718552
UB,90,1,118,1.159698962,1.956718552
WS,151,EDGE,58,0.628151249,0.628151249
WS,152,EDGE,74,0.831563121,0.831563121
WS,153,EDGE,78,0.636516731,0.636516731
WS,154,EDGE,119,1.899827933,1.899827933
WS,154,2,119,1.62886811,1.899827933
WS,154,1,119,0.94037547,1.899827933
WS,155,EDGE,128,1.406561924,1.406561924
WS,155,2,128,1.16333659,1.406561924
WS,155,1,128,0.579450817,1.406561924
WS,156,EDGE,130,1.731233068,1.731233068
WS,156,2,130,1.220795071,1.731233068
WS,156,1,130,0.670015694,1.731233068
WS,157,EDGE,137,1.77335137,1.77335137
WS,157,2,137,1.409278845,1.77335137
WS,157,1,137,0.884809135,1.77335137
WS,158,EDGE,145,2.24510317,2.24510317
WS,158,2,145,1.629183678,2.24510317
WS,158,1,145,0.987406389,2.24510317
WS,159,EDGE,148,2.254546655,2.254546655
WS,159,3,148,1.854368437,2.254546655
WS,159,2,148,1.245620263,2.254546655
WS,159,1,148,0.845442044,2.254546655
WS,160,EDGE,160,2.796890656,2.796890656
WS,160,4,160,2.339269355,2.796890656
WS,160,3,160,1.928934892,2.796890656
WS,160,2,160,1.460515091,2.796890656
WS,160,1,160,0.885382224,2.796890656
WS,161,EDGE,169,2.557863377,2.557863377
WS,161,4,169,2.191766337,2.557863377
WS,161,3,169,1.852246541,2.557863377
WS,161,2,169,1.228076246,2.557863377
WS,161,1,169,0.82103969,2.557863377
WS,162,EDGE,180,3.22653507,3.22653507
WS,162,5,180,2.988124173,3.22653507
WS,162,4,180,2.611067343,3.22653507
WS,162,3,180,2.113307838,3.22653507
WS,162,2,180,1.590083079,3.22653507
WS,162,1,180,1.026609349,3.22653507
WS,163,EDGE,197,3.179084336,3.179084336
WS,163,5,197,2.804534177,3.179084336
WS,163,4,197,2.451331947,3.179084336
WS,163,3,197,1.829581107,3.179084336
WS,163,2,197,1.202376512,3.179084336
WS,163,1,197,0.81287947,3.179084336
WS,164,EDGE,243,5.709048239,5.709048239
WS,164,6,243,4.94170561,5.709048239
WS,164,5,243,4.479496933,5.709048239
WS,164,4,243,3.665237456,5.709048239
WS,164,3,243,2.602264573,5.709048239
WS,164,2,243,1.977890091,5.709048239
WS,164,1,243,1.314753254,5.709048239
WS,165,EDGE,243,5.75912762,5.75912762
WS,165,6,243,5.245549269,5.75912762
WS,165,5,243,4.576497318,5.75912762
WS,165,4,243,3.878151111,5.75912762
WS,165,3,243,3.134714616,5.75912762
WS,165,2,243,1.908518479,5.75912762
WS,165,1,243,1.078813855,5.75912762
WS,166,EDGE,287,6.934103537,6.934103537
WS,166,8,287,6.608278799,6.934103537
WS,166,7,287,6.257541993,6.934103537
WS,166,6,287,5.539263311,6.934103537
WS,166,5,287,4.857250312,6.934103537
WS,166,4,287,3.546415357,6.934103537
WS,166,3,287,2.988114647,6.934103537
WS,166,2,287,2.107101172,6.934103537
WS,166,1,287,1.025450461,6.934103537
WS,167,EDGE,314,8.293392185,8.293392185
WS,167,9,314,7.858259968,8.293392185
WS,167,8,314,7.443737559,8.293392185
WS,167,7,314,7.037482429,8.293392185
WS,167,6,314,6.458775209,8.293392185
WS,167,5,314,5.580498966,8.293392185
WS,167,4,314,4.195689494,8.293392185
WS,167,3,314,3.028482241,8.293392185
WS,167,2,314,1.967776927,8.293392185
WS,167,1,314,1.088006592,8.293392185
WS,168,EDGE,314,7.827613738,7.827613738
WS,168,10,314,7.400862442,7.827613738
WS,168,9,314,6.922823326,7.827613738
WS,168,8,314,6.611777541,7.827613738
WS,168,7,314,6.220899839,7.827613738
WS,168,6,314,5.703076966,7.827613738
WS,168,5,314,5.04142717,7.827613738
WS,168,4,314,4.531269861,7.827613738
WS,168,3,314,3.722810699,7.827613738
WS,168,2,314,2.715341603,7.827613738
WS,168,1,314,1.4908425,7.827613738
WS,169,EDGE,316,7.536659376,7.536659376
WS,169,10,316,7.142713731,7.536659376
WS,169,9,316,6.912558491,7.536659376
WS,169,8,316,6.594897674,7.536659376
WS,169,7,316,6.106440566,7.536659376
WS,169,6,316,5.449438643,7.536659376
WS,169,5,316,4.795442081,7.536659376
WS,169,4,316,4.052005586,7.536659376
WS,169,3,316,3.235732439,7.536659376
WS,169,2,316,1.844300065,7.536659376
WS,169,1,316,1.078813855,7.536659376
WS,170,EDGE,317,7.815564319,7.815564319
WS,170,10,317,7.540362541,7.815564319
WS,170,9,317,7.248936036,7.815564319
WS,170,8,317,6.812046716,7.815564319
WS,170,7,317,6.163596159,7.815564319
WS,170,6,317,5.283825825,7.815564319
WS,170,5,317,4.599889853,7.815564319
WS,170,4,317,3.892666997,7.815564319
WS,170,3,317,3.12904172,7.815564319
WS,170,2,317,2.234467705,7.815564319
WS,170,1,317,1.386626031,7.815564319
WS,171,EDGE,318,7.76898125,7.76898125
WS,171,11,318,7.212054459,7.76898125
WS,171,10,318,6.714935695,7.76898125
WS,171,9,318,6.316569764,7.76898125
WS,171,8,318,5.727366999,7.76898125
WS,171,7,318,5.178157811,7.76898125
WS,171,6,318,4.53360087,7.76898125
WS,171,5,318,4.015989396,7.76898125
WS,171,4,318,3.525966358,7.76898125
WS,171,3,318,2.58558531,7.76898125
WS,171,2,318,1.90550072,7.76898125
WS,171,1,318,1.174684633,7.76898125
WS,172,EDGE,319,8.718544754,8.718544754
WS,172,12,319,8.336732115,8.718544754
WS,172,11,319,7.930476985,8.718544754
