Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
fragrance diffuser,Green,NA,NA,NA,No,No,No,NA,1400,350,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Beauty,No,Does not play music,Emission,For sale,FtrAromadiffuser_Remake_3_0,3_0,8418,BJDqWwkaiMnvsJJQB
fragrance diffuser,Blue,NA,NA,NA,No,No,No,NA,1400,350,Light blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Beauty,No,Does not play music,Emission,For sale,FtrAromadiffuser_Remake_4_0,4_0,8418,mv4eyqRCrFxheYZZt
fragrance sticks,Green,NA,NA,NA,No,No,No,NA,830,207,Green,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,fancy,None,None,No,Beauty,No,Does not play music,No lighting,For sale,FtrAromastick_Remake_0_0,0_0,10244,xca92BweE2PtqWgH8
fragrance sticks,Blue,NA,NA,NA,No,No,No,NA,830,207,Blue,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,fancy,None,None,No,Beauty,No,Does not play music,No lighting,For sale,FtrAromastick_Remake_1_0,1_0,10244,BpkEQprys4uCCvir4
fragrance sticks,Brown,NA,NA,NA,No,No,No,NA,830,207,Brown,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,fancy,None,None,No,Beauty,No,Does not play music,No lighting,For sale,FtrAromastick_Remake_2_0,2_0,10244,XdsGKgynvoBRXsM7o
fragrance sticks,Black,NA,NA,NA,No,No,No,NA,830,207,Gray,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,fancy,None,None,No,Beauty,No,Does not play music,No lighting,For sale,FtrAromastick_Remake_3_0,3_0,10244,yC5pX4sLqiJ3pHSY5
freshwater goby model,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishDonkoToy,NA,6946,sthyBRzzRb88wKaJp
frog model,NA,NA,NA,NA,No,No,No,NA,NFS,360,Green,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishKaeruToy,NA,6962,Tz6CS8ZK8W732hR7f
frozen-treat set,Soda,Flavor,NA,NA,Yes,Yes,No,7,NFS,5400,Light blue,Beige,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_0_0,0_0,4279,FG2vLN2oj9HiWoWXd
frozen-treat set,Vanilla & chocolate,Flavor,NA,NA,Yes,Yes,No,7,NFS,5400,Light blue,Beige,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_1_0,1_0,4279,Z5EyNz6nocjXv2XvA
frozen-treat set,Citrus,Flavor,NA,NA,Yes,Yes,No,7,NFS,5400,Light blue,Yellow,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_2_0,2_0,4279,XWLsP5Lc7c3q6Wozj
frozen-treat set,Berry,Flavor,NA,NA,Yes,Yes,No,7,NFS,5400,Light blue,Colorful,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_3_0,3_0,4279,XBAQZaxMwKAgCdB4C
frozen-treat set,Kiwifruit,Flavor,NA,NA,Yes,Yes,No,7,NFS,5400,Light blue,Colorful,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_4_0,4_0,4279,cPhYTDwELkCjs4xDR
frozen-treat set,Chocolate mint,Flavor,NA,NA,Yes,Yes,No,7,NFS,5400,Light blue,Colorful,1x1,Crafting,,1.0.0,freezing cold,child's room,frozen,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrIceCandy_Remake_5_0,5_0,4279,M57ZMFGPHTd8bPBzG
fruit basket,NA,NA,NA,NA,Yes,No,No,NA,NFS,1000,Colorful,Beige,1x1,Crafting,,1.0.0,kitchen,fancy,fruits,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrFruitbasket,NA,975,kXfaPGQuYZc7irSfg
frying pan,Empty,Dish,NA,NA,Yes,Yes,No,2,NFS,1500,Black,Black,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_0_0,0_0,4104,LApWF9jMSkGhzYSM4
frying pan,Veggie sauté,Dish,NA,NA,Yes,Yes,No,2,NFS,1500,Black,Green,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_1_0,1_0,4104,tkhbjn3JRNwzEMxvz
frying pan,Pasta,Dish,NA,NA,Yes,Yes,No,2,NFS,1500,Black,Beige,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_2_0,2_0,4104,F3JswDrx4C8Yc4zMT
frying pan,Ratatouille,Dish,NA,NA,Yes,Yes,No,2,NFS,1500,Black,Red,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_3_0,3_0,4104,pZBKddR3fRJ5GiHMW
frying pan,Pizza,Dish,NA,NA,Yes,Yes,No,2,NFS,1500,Black,Yellow,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_4_0,4_0,4104,cge27swzWLHnpckWZ
frying pan,Failed attempt,Dish,NA,NA,Yes,Yes,No,2,NFS,1500,Black,Brown,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,FtrPan_Remake_5_0,5_0,4104,PcAkaqMBPBmdpWicT
gar model,NA,NA,NA,NA,No,No,No,NA,NFS,18000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishGaToy,NA,6952,yZcnMvZ4rLrCkYtaM
garden gnome,Sprightly gnome,NA,NA,NA,No,No,No,NA,1900,475,Red,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_0_0,0_0,1624,MiwLvDynsLybmusCX
garden gnome,Sleepy gnome,NA,NA,NA,No,No,No,NA,1900,475,Purple,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_1_0,1_0,1624,xQAE8W2mxYX8Jma6P
garden gnome,Surprised gnome,NA,NA,NA,No,No,No,NA,1900,475,Yellow,Light blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_2_0,2_0,1624,auyR26CLFZgXvgMc7
garden gnome,Reliable gnome,NA,NA,NA,No,No,No,NA,1900,475,Blue,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_3_0,3_0,1624,Qi2yzvmvBNjwynKiq
garden gnome,Hungry gnome,NA,NA,NA,No,No,No,NA,1900,475,Orange,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_4_0,4_0,1624,cNCLkTnhfAZuPxZqE
garden gnome,Laid-back gnome,NA,NA,NA,No,No,No,NA,1900,475,Green,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_5_0,5_0,1624,WrhfLBQ4eZrZTG4Ne
garden gnome,Passionate gnome,NA,NA,NA,No,No,No,NA,1900,475,Red,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_6_0,6_0,1624,CNwGvvs9ziAH2Awqr
garden gnome,Rebel gnome,NA,NA,NA,No,No,No,NA,1900,475,Black,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Seasonal Decor,Yes,Does not play music,No lighting,For sale,FtrDwarf_Remake_7_0,7_0,1624,GwqB5qwGDojfR3tYb
giant cicada model,NA,NA,NA,NA,No,No,No,NA,NFS,1500,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKumazemiToy,NA,7078,csWeNvuAACukANCpJ
giant snakehead model,NA,NA,NA,NA,No,No,No,NA,NFS,16500,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishRaigyoToy,NA,7007,ALQi2XP5o5qS3T8iD
giant stag model,NA,NA,NA,NA,No,No,No,NA,NFS,30000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectOhkuwagataToy,NA,7092,ZPfLEXuewDf2Qz3XT
giant trevally model,NA,NA,NA,NA,No,No,No,NA,NFS,13500,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishRouninajiToy,NA,7010,6rSAibAwAapbojLLt
giant water bug model,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectTagameToy,NA,7120,t55oQ6tNKwXtfn2Ds
glass holder with candle,White,NA,NA,NA,No,No,No,NA,350,87,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_0_0,0_0,4230,KruL9J4s7hGbW3bTM
glass holder with candle,Red,NA,NA,NA,No,No,No,NA,350,87,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_1_0,1_0,4230,MpMxpvzknSn9DMQQg
glass holder with candle,Pink,NA,NA,NA,No,No,No,NA,350,87,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_2_0,2_0,4230,ChhWGgfgL5TBS28WC
glass holder with candle,Green,NA,NA,NA,No,No,No,NA,350,87,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_3_0,3_0,4230,p6uZYxj86LqwRSkcB
glass holder with candle,Blue,NA,NA,NA,No,No,No,NA,350,87,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_4_0,4_0,4230,qWMCLJ24Mro8y6eZK
glass holder with candle,Purple,NA,NA,NA,No,No,No,NA,350,87,Purple,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrGlasscandle_Remake_5_0,5_0,4230,okLbbWAAwHD3nrJyT
globe,Standard,NA,NA,NA,No,No,No,NA,1800,450,Light blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,school,None,None,Yes,Space,No,Does not play music,No lighting,For sale,FtrGlobe_Remake_0_0,0_0,1411,9gnayEE94Mkxrymdz
globe,Sepia,NA,NA,NA,No,No,No,NA,1800,450,Yellow,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,school,None,None,Yes,Space,No,Does not play music,No lighting,For sale,FtrGlobe_Remake_1_0,1_0,1411,3a5KPSQKgtJ7hzeqT
globe,Cool,NA,NA,NA,No,No,No,NA,1800,450,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,school,None,None,Yes,Space,No,Does not play music,No lighting,For sale,FtrGlobe_Remake_2_0,2_0,1411,LK92o5bBeHinkwHER
gold bars,NA,NA,NA,NA,Yes,No,No,NA,NFS,30000,Yellow,Yellow,1x1,Crafting,,1.0.0,expensive,None,golden,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrGoldbar,NA,3065,SgyEnz4xTyw4NmzBP
gold bug trophy,NA,NA,NA,NA,No,No,No,NA,NFS,450,Yellow,Brown,1x1,Bug-Off,,1.0.0,expensive,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyInsectGold,NA,1203,vm8GXJudK4M2JzovT
gold fish trophy,NA,NA,NA,NA,No,No,No,NA,NFS,450,Yellow,Brown,1x1,Fishing Tourney,,1.0.0,expensive,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyFishGold,NA,1200,SczqYHeEfucim4Rd9
gold HHA trophy,NA,NA,NA,NA,No,No,No,NA,NFS,450,Yellow,Brown,1x1,HHA,,1.0.0,expensive,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyHhaGold,NA,7032,T6L8asaBjQsADwqp4
golden arowana model,NA,NA,NA,NA,Yes,No,No,NA,NFS,30000,Yellow,Brown,1x1,Crafting,,1.0.0,ocean,facility,None,None,No,Special Fish,No,Does not play music,No lighting,Not for sale,FtrFishArowanaGold,NA,11260,RzTpus94F9x6F9uyC
golden candlestick,NA,NA,NA,NA,Yes,No,No,NA,NFS,20000,Yellow,Yellow,1x1,Crafting,,1.0.0,expensive,horror,golden,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrGoldCandlestand,NA,3772,cLcnEbXNX7wDiw73J
golden dishes,NA,NA,NA,NA,Yes,No,No,NA,NFS,10000,Yellow,Red,1x1,Crafting,,1.0.0,kitchen,expensive,golden,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrGoldDishes,NA,3810,oh535yTt29PAWcxAT
golden dung beetle,NA,NA,NA,NA,Yes,No,No,NA,NFS,30000,Yellow,Yellow,1x1,Crafting,,1.0.0,expensive,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKabutomushiGold,NA,5941,jCAeGfE9EY6JjSjmy
golden stag model,NA,NA,NA,NA,No,No,No,NA,NFS,36000,Black,Yellow,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectOugononikuwagataToy,NA,7093,fcMjx9bmpbFC7AsvX
golden trout model,NA,NA,NA,NA,No,No,No,NA,NFS,45000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishGoldenTorautoToy,NA,6953,MipMdXDNHfYrr3bLu
goldfish model,NA,NA,NA,NA,No,No,No,NA,NFS,3900,Red,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishKingyoToy,NA,6930,mRn4RGS8sYrzgrAqr
grand giraffe stag model,NA,NA,NA,NA,No,No,No,NA,NFS,36000,Black,Black,2x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectGirafanokogirikuwagataToy,NA,7115,ttnzTG6PHQ2Y7PZZq
grand goliath beetle model,NA,NA,NA,NA,No,No,No,NA,NFS,24000,Red,Black,2x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectGoraiasuohtsunohanamuguriToy,NA,7059,vkR6AXTBEshZxMf8s
grand h. hercules model,NA,NA,NA,NA,No,No,No,NA,NFS,36000,Black,Yellow,2x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectHerakuresuohkabutoToy,NA,5924,rKJCAihB8XLW85aJB
grasshopper model,NA,NA,NA,NA,No,No,No,NA,NFS,480,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKirigirisuToy,NA,7073,jSDqSGWdTxgqQGFww
great purple emperor model,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Purple,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectOhmurasakiToy,NA,7113,vvZfCbz4b6i8tnzsD
great white shark model,NA,NA,NA,NA,No,No,No,NA,NFS,45000,Blue,Black,2x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishSameToy,NA,7013,BgaWCHsyrrTqnyrep
guppy model,NA,NA,NA,NA,No,No,No,NA,NFS,3900,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishGuppiToy,NA,6954,hxtBv3kGXPdCKpfBN
hammerhead shark model,NA,NA,NA,NA,No,No,No,NA,NFS,24000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishShumokuzameToy,NA,7015,DnChpD6PN7A6GwMbK
hamster cage,Blue,NA,NA,NA,No,No,No,NA,870,217,Light blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_0_0,0_0,1348,okZ345zR9tDQEEdWp
hamster cage,Pink,NA,NA,NA,No,No,No,NA,870,217,Pink,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_1_0,1_0,1348,sjm9WM3roKnYHbnpT
hamster cage,Yellow,NA,NA,NA,No,No,No,NA,870,217,Yellow,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_2_0,2_0,1348,xhNLyKQRmDAHignm9
hamster cage,Red,NA,NA,NA,No,No,No,NA,870,217,Red,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_3_0,3_0,1348,GkFaaAPocQBGr3Rfs
hamster cage,Brown,NA,NA,NA,No,No,No,NA,870,217,Brown,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrHamstercage_Remake_4_0,4_0,1348,8yG2mya8XMcx4hb8i
handy water cooler,Blue,NA,NA,NA,No,No,No,NA,1400,350,Blue,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,fitness,school,None,None,No,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrWaterjug_Remake_0_0,0_0,3960,PiMg7JjF8w6jMefXd
handy water cooler,Red,NA,NA,NA,No,No,No,NA,1400,350,Red,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,fitness,school,None,None,No,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrWaterjug_Remake_1_0,1_0,3960,yNQE7qBCjMvGXiEWF
handy water cooler,Green,NA,NA,NA,No,No,No,NA,1400,350,Green,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,fitness,school,None,None,No,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrWaterjug_Remake_2_0,2_0,3960,q84BRGXX6uyKFt3AW
handy water cooler,Yellow,NA,NA,NA,No,No,No,NA,1400,350,Yellow,Brown,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,fitness,school,None,None,No,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrWaterjug_Remake_3_0,3_0,3960,RMuA2BtXczjMjC5wA
handy water cooler,Avocado,NA,NA,NA,No,No,No,NA,1400,350,Beige,Green,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,fitness,school,None,None,No,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrWaterjug_Remake_4_0,4_0,3960,P4p78Z3hpy8ASX53J
handy water cooler,Plaid,NA,NA,NA,No,No,No,NA,1400,350,Colorful,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,fitness,school,None,None,No,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrWaterjug_Remake_5_0,5_0,3960,qvHPpPhZdFsHiRopB
hermit crab model,NA,NA,NA,NA,No,No,No,NA,NFS,3000,White,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectYadokariToy,NA,7108,pnkoHJN78m8eSyDC9
holiday candle,Red,Color,NA,NA,Yes,Yes,No,1,NFS,600,Red,Brown,1x1,Crafting,,1.0.0,party,fancy,festive,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrCandleXmas_Remake_0_0,0_0,891,fkuGgGkN7RnoKhRr9
holiday candle,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,600,Blue,White,1x1,Crafting,,1.0.0,party,fancy,festive,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrCandleXmas_Remake_1_0,1_0,891,NnGQjqd3t3vqbBDFb
holiday candle,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,600,Yellow,Brown,1x1,Crafting,,1.0.0,party,fancy,festive,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrCandleXmas_Remake_2_0,2_0,891,TitctmWrRsD4idKHr
holiday candle,Brown,Color,NA,NA,Yes,Yes,No,1,NFS,600,Brown,Brown,1x1,Crafting,,1.0.0,party,fancy,festive,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrCandleXmas_Remake_3_0,3_0,891,ZR2ScDhr3SK5qcEgZ
