order,family,Genus,species,mass,gestation,newborn,weaning,wean mass,AFR,max. life,litter size,litters/year
Rodentia,Sciuridae,Spermophilus,erythrogenys,-999,-999,not measured,-999,-999,-999,0,-999,1
Rodentia,Sciuridae,Spermophilus,pygmaeus,136,0.88,not measured,-999,-999,-999,0,-999,1
Rodentia,Sciuridae,Spermophilus,major,-999,-999,not measured,-999,200,-999,0,-999,1
Rodentia,Sciuridae,Spermophilus,mollis,165.4,0.78,3.95,1.13,-999,12,0,-999,1
Rodentia,Sciuridae,Spermophilus,nayaritensis,707,-999,not measured,-999,-999,-999,0,2.5,1
Rodentia,Sciuridae,Spermophilus,columbianus,466.33,0.84,9.37,0.96,98.62,17.63,0,3.43,1
Rodentia,Sciuridae,Spermophilus,saturatus,275,0.93,5.97,1.43,113.47,12,48,4.16,1
Rodentia,Sciuridae,Spermophilus,undulatus,840,0.92,11.08,-999,109.9,-999,0,4.27,1
Rodentia,Sciuridae,Spermophilus,mexicanus,130.95,0.97,4.1,3,-999,12,0,5,1
Rodentia,Sciuridae,Spermophilus,elegans,401.05,0.8,6.02,1.25,80,-999,0,5.35,1
Rodentia,Sciuridae,Spermophilus,tereticaudus,163.33,0.93,3.9,1.28,75,10.69,0,5.4,1
Rodentia,Sciuridae,Spermophilus,brunneus,205,-999,not measured,-999,-999,-999,0,5.5,1
Rodentia,Sciuridae,Spermophilus,beecheyi,609.33,0.97,10,1.35,89,11.6,0,5.66,1
Rodentia,Sciuridae,Spermophilus,fulvus,596,1,not measured,-999,-999,-999,0,6,1
Rodentia,Sciuridae,Spermophilus,suslicus,-999,0.8,not measured,1.13,-999,12,0,6,1
Rodentia,Sciuridae,Spermophilus,richardsonii,342.5,0.78,6.35,1.17,92.75,11.26,72,6.06,1
Rodentia,Sciuridae,Spermophilus,franklinii,459,0.92,not measured,1.39,-999,10.74,0,7.52,1
Rodentia,Sciuridae,Spermophilus,townsendii,155,0.8,3.61,0.92,42.16,11.69,0,7.92,1
Rodentia,Sciuridae,Spermophilus,washingtoni,203,-999,not measured,1,33,12,0,9,1
Rodentia,Sciuridae,Spermophilus,tridecemlineatus,172.67,0.92,3.24,1.07,16,11.63,0,7.02,1.17
Rodentia,Sciuridae,Spermophilus,citellus,217,0.89,not measured,1.13,-999,10.33,0,6,1.33
Rodentia,Sciuridae,Spermophilus,variegatus,663.03,1,7.8,1.75,100,-999,0,4.27,1.5
Rodentia,Sciuridae,Spermophilus,spilosoma,119.5,0.93,not measured,-999,45,12,0,5.92,1.75
Rodentia,Sciuridae,Sundasciurus,lowii,67,-999,not measured,-999,-999,-999,0,2.5,
Rodentia,Sciuridae,Sundasciurus,tenuis,75,-999,not measured,-999,-999,-999,0,3,
Rodentia,Sciuridae,Tamias,ochrogenys,94.1,-999,not measured,-999,-999,-999,0,3.5,
Rodentia,Sciuridae,Tamias,palmeri,59.7,1.1,not measured,1.5,22.7,-999,0,3.68,
Rodentia,Sciuridae,Tamias,siskiyou,75,-999,not measured,-999,-999,-999,0,5,
Rodentia,Sciuridae,Tamias,canipes,70,-999,not measured,-999,-999,-999,0,4,1
Rodentia,Sciuridae,Tamias,sonomae,75,-999,not measured,0.75,-999,-999,0,4,1
Rodentia,Sciuridae,Tamias,ruficaudus,57.29,1.03,not measured,-999,-999,12,96,4.06,1
Rodentia,Sciuridae,Tamias,panamintinus,54.15,1.2,4,1.38,19.2,-999,0,4.1,1
Rodentia,Sciuridae,Tamias,speciosus,60,-999,not measured,-999,-999,12,0,4.15,1
Rodentia,Sciuridae,Tamias,townsendii,84,0.93,3.55,1.64,34.5,11.62,123,4.33,1
Rodentia,Sciuridae,Tamias,senex,94.81,0.93,not measured,-999,-999,-999,0,4.5,1
Rodentia,Sciuridae,Tamias,minimus,44.15,0.97,2.3,1.46,-999,-999,0,4.94,1
Rodentia,Sciuridae,Tamias,cinereicollis,62.1,1,not measured,1.33,-999,-999,0,4.95,1
Rodentia,Sciuridae,Tamias,quadrimaculatus,88.45,1.03,not measured,-999,-999,11.14,0,5.1,1
Rodentia,Sciuridae,Tamias,amoenus,48.25,0.98,2.62,1.45,19,11.73,62,5.19,1
Rodentia,Sciuridae,Tamias,sibiricus,85,1.14,4,1.3,-999,11.5,0,4.85,1.14
Rodentia,Sciuridae,Tamias,quadrivittatus,58.13,1.05,2.6,-999,-999,11,0,4.42,1.5
Rodentia,Sciuridae,Tamias,dorsalis,62.8,0.99,not measured,-999,-999,-999,0,5.16,1.5
Rodentia,Sciuridae,Tamias,striatus,95.7,1.03,3.5,1.17,39.55,5,96,4.22,1.53
Rodentia,Sciuridae,Tamiasciurus,douglasii,229.8,1.29,5,-999,-999,4,0,9.78,1.5
Rodentia,Sciuridae,Tamiasciurus,hudsonicus,194.5,1.22,7,2.06,83.75,11.24,120,4.2,1.67
Rodentia,Sciuridae,Trogopterus,xanthipes,-999,2.71,not measured,3.5,-999,22,144,1.55,
Rodentia,Sciuridae,Xerus,erythropus,502,-999,not measured,1.75,-999,6,72,3.75,
Rodentia,Sciuridae,Xerus,inauris,588,1.54,20,1.73,-999,11.32,72,2.18,1
Rodentia,Thryonomyidae,Thryonomys,gregorianus,1880,3,not measured,-999,-999,-999,0,-999,2
Rodentia,Thryonomyidae,Thryonomys,swinderianus,3687.5,3.56,105,1,-999,10.94,52,3.83,2.33
Scandentia,Tupaiidae,Tupaia,montana,283,1.65,11,-999,-999,-999,0,1.5,
Scandentia,Tupaiidae,Tupaia,minor,700,-999,not measured,-999,-999,-999,0,1.98,
Scandentia,Tupaiidae,Tupaia,tana,797,-999,not measured,1.02,-999,-999,0,2.17,
Scandentia,Tupaiidae,Tupaia,glis,159,1.52,12.94,1.17,100,4.53,149,2.44,
Scandentia,Tupaiidae,Tupaia,belangeri,-999,1.5,10,1.17,-999,-999,0,2,7.5
Scandentia,Tupaiidae,Urogale,everetti,350,1.85,19.98,1.25,104.4,-999,138,1.63,
Scandentia,Tupaiidae ,Ptilocercus,lowii,42.5,-999,10,-999,-999,-999,32,2,
Sirenia,Dugongidae,Dugong,dugon,479500,12.21,27500,18,-999,112.93,876,1,0.22
Sirenia,Dugongidae,Hydrodamalis,gigas,4000000,-999,not measured,-999,-999,-999,0,1,
Sirenia,Trichechidae,Trichechus,senegalensis,500000,-999,not measured,-999,-999,-999,0,1,
Sirenia,Trichechidae,Trichechus,manatus,387500,9.94,28633.33,18,-999,49.31,528,1,0.37
Sirenia,Trichechidae,Trichechus,inunguis,480000,10.25,12500,24,67500,36,150,1,0.5
Tubulidentata,Orycteropodidae,Orycteropus,afer,60000,7.08,1734,3.37,6250,26,288,1.03,1
Xenarthra,Bradypodidae,Bradypus,torquatus,3900,-999,not measured,-999,-999,-999,144,1,
Xenarthra,Bradypodidae,Bradypus,variegatus,4860,5.37,290,1.05,-999,37.42,0,1,1
Xenarthra,Bradypodidae,Bradypus,tridactylus,3770,4.63,not measured,1.25,-999,3.53,480,1,1
Xenarthra,Dasypodidae,Cabassous,centralis,2750,-999,not measured,-999,-999,-999,0,1,
Xenarthra,Dasypodidae,Chaetophractus,nationi,2150,-999,not measured,-999,-999,-999,0,1.5,
Xenarthra,Dasypodidae,Chaetophractus,villosus,2020,2.18,131.4,1.83,-999,9,282,1.65,1
Xenarthra,Dasypodidae,Dasypus,kappleri,10150,-999,not measured,-999,-999,-999,0,2,
Xenarthra,Dasypodidae,Dasypus,sabanicola,1150,3,not measured,-999,-999,-999,0,4,
Xenarthra,Dasypodidae,Dasypus,hybridus,1500,4,not measured,-999,-999,-999,0,4,
Xenarthra,Dasypodidae,Dasypus,septemcinctus,1475,4.34,not measured,-999,-999,9,0,6,
Xenarthra,Dasypodidae,Dasypus,novemcinctus,4300,4.36,66.33,4.5,-999,13.33,268,4,1
Xenarthra,Dasypodidae,Euphractus,sexcinctus,4600,2.09,105,1.02,420,9,226,1.75,
Xenarthra,Dasypodidae,Priodontes,maximus,50000,4,113,1.25,-999,10.5,156,1.5,
Xenarthra,Dasypodidae,Tolypeutes,matacus,1225,4.75,99,1.72,-999,-999,0,1,1
Xenarthra,Dasypodidae,Zaedyus,pichiy,1500,2,105,1.5,-999,10.5,108,2,
Xenarthra,Megalonychidae,Choloepus,hoffmanni,4750,9.41,387.25,0.69,-999,30.12,385,1,0.7
Xenarthra,Megalonychidae,Choloepus,didactylus,6070,8.67,354.77,2.5,-999,36,333,1.5,1
Xenarthra,Myrmecophagidae,Cyclopes,didactylus,5070,8.92,not measured,5,-999,-999,0,1,
Xenarthra,Myrmecophagidae,Myrmecophaga,tridactyla,28500,6.19,1491.17,1.83,-999,39,310,1,1.17
Xenarthra,Myrmecophagidae,Tamandua,tetradactyla,5030,5.22,not measured,-999,-999,12,114,1,1.35
