ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
1373,Janka,10.5,female,Puli Mix,2015-07-21,2015-07-21,2015-11-03,apricot,long,medium,yes,,,,,,,
1023,Lusti,9.0,female,"Dachshund, Pekingese Mix",2015-11-05,2015-12-15,2015-11-22,tricolor,short,small,yes,yes,yes,,yes,yes,,both flat and garden
186,Tepertõ,5.67,male,Unknown Mix,2015-03-09,2015-03-09,2015-11-21,black,wirehaired,large,no,,yes,,,,,garden
1454,Töki,4.5,male,Unknown Mix,2015-11-04,2015-11-05,2015-11-05,golden,short,medium,no,yes,yes,,,,,both flat and garden
165,Félix,5.92,male,Fox Terrier,2015-10-05,2015-10-05,2015-11-14,tricolor,wirehaired,medium,no,,yes,,,yes,,garden
153,Negró,4.58,male,Unknown Mix,2015-10-05,2015-10-05,2015-11-08,black,short,medium,no,,yes,yes,yes,yes,,both flat and garden
156,Bingó,4.92,male,Terrier Mix,2015-10-05,2015-10-05,2015-11-08,brown,wirehaired,medium,no,,yes,,,yes,,garden
140,Dini,4.92,male,Unknown Mix,2015-10-15,2015-10-15,2015-11-05,brown,short,medium,no,,yes,,,yes,,garden
1942,Morzsi,14.92,male,German Shepherd Dog Mix,2015-11-08,2015-11-08,2015-11-22,saddle back,short,large,yes,,yes,,,,,both flat and garden
177,Pici,9.92,female,Unknown Mix,2015-05-25,2015-05-25,2015-11-21,black and brown,wirehaired,medium,yes,,yes,,yes,,,garden
184,Páfrány,5.92,female,Unknown Mix,2015-02-22,2015-02-22,2015-11-21,black,medium,medium,yes,,yes,,yes,,,garden
182,Dixi,7.92,male,Unknown Mix,2015-04-14,2015-04-14,2015-11-21,black,short,large,no,,yes,,yes,yes,,garden
180,Pamacs,8.92,female,Unknown Mix,2015-05-12,2015-05-12,2015-11-21,black,medium,large,yes,,yes,,yes,yes,,garden
152,Ilka,5.92,female,Dachshund Mix,2015-10-05,2015-10-05,2015-11-08,saddle back,short,small,yes,,yes,,yes,,,flat
1001,Devil,8.17,male,Staffordshire Terrier Mix,2015-09-10,2015-09-10,2015-10-04,striped,short,medium,yes,,yes,yes,no,yes,,both flat and garden
1448,Kormi,9.25,female,Unknown Mix,2015-09-06,2015-09-07,2015-09-07,black,wirehaired,large,no,,yes,,,,,garden
7398,Bodri,7.17,male,Unknown Mix,2015-09-05,2015-09-05,2015-09-13,black and white,wirehaired,small,no,yes,yes,yes,yes,yes,yes,flat
7418,Sandy,5.08,female,Labrador Retriever Mix,2015-09-20,2015-09-20,2015-10-18,golden,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
496,Lola,5.58,female,Spaniel,2015-04-20,2015-04-20,2015-09-30,black,short,medium,yes,,,,,,,
2808,Anics,4.5,female,Unknown Mix,2015-08-13,2015-08-13,2015-09-06,yellow-brown,short,medium,,,,,,,,
273,Bencus,6.17,male,Unknown Mix,2015-09-24,2015-10-09,2015-10-08,yellow-brown,wirehaired,medium,yes,,yes,yes,no,yes,,both flat and garden
1449,Emõdi Gazdikeresõk,4.67,male,German Shepherd Dog Mix,2015-08-17,2015-09-08,2015-09-09,black and brown,short,medium,no,,,,,,,
1452,Jenny,11.08,female,Unknown Mix,2015-10-26,2015-10-28,2015-10-28,black and brown,wirehaired,medium,no,no,yes,yes,yes,yes,no,garden
1358,Noróka,19.83,male,Unknown Mix,2015-08-17,2015-08-17,2015-10-04,black,medium,medium,,,,,,,,
19,Kanga,6.33,female,Schnauzer Mix,2015-08-15,2015-08-15,2015-09-16,black,medium,medium,yes,no,yes,,yes,yes,yes,garden
293,Lottie,4.83,female,Unknown Mix,2015-09-10,2015-09-19,2015-09-23,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,flat
1447,Szemi,7.25,female,Vizsla Mix,2015-09-06,2015-09-07,2015-09-07,black,short,large,no,,yes,,yes,yes,,garden
1453,Tacsi Keverék Gazdit Keres,5.25,male,"Dachshund, Fox Terrier Mix",2015-11-03,2015-11-03,2015-11-03,black and brown,wirehaired,medium,no,,yes,yes,yes,yes,yes,both flat and garden
1928,Paul,4.67,male,Unknown Mix,2015-06-30,2015-06-30,2015-11-02,yellow-brown,short,medium,no,,yes,yes,yes,yes,,both flat and garden
491,Gáspár,8.92,male,English Cocker Spaniel Mix,2014-12-28,2014-12-28,2015-09-20,black,short,medium,yes,,,,,,,
1210,Bocskaikerti Minnie,4.58,female,Unknown Mix,2015-09-14,2015-09-14,2015-09-14,black,short,medium,no,yes,yes,yes,yes,yes,,both flat and garden
2794,Retro,11.25,male,Unknown Mix,2015-08-22,2015-08-22,2015-09-06,brown,long,medium,,,,,,,,
1209,Bocskaikerti Mickey,4.58,male,Unknown Mix,2015-09-14,2015-09-14,2015-09-14,black,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
489,Cédrus,9.83,male,Unknown Mix,2015-02-07,2015-02-07,2015-09-20,black,medium,medium,yes,,,,,,,
1445,Charlie &Amp,6.25,male,Unknown Mix,2015-08-10,2015-08-25,2015-08-26,black and tan,wirehaired,medium,no,,yes,,,,,garden
1335,Roland,6.83,male,Puli Mix,2015-07-15,2015-07-15,2015-09-05,black,long,medium,,,yes,,,,,
1353,Brútusz,4.92,male,Unknown Mix,2015-08-07,2015-08-07,2015-09-05,brown,medium,medium,,,,,,,,both flat and garden
2537,Johnny,5.5,male,Unknown Mix,2015-09-01,2015-09-26,2015-09-06,white,short,medium,,,yes,,,,,garden
1334,Rozi,10.58,female,"German Shepherd Dog, Transylvanian Hound Mix",2015-06-30,2015-06-30,2015-09-05,black and tan,medium,large,,,,,,,,
2770,Vilu,6.92,female,Unknown Mix,2015-07-25,2015-07-25,2015-08-23,yellow-brown,short,large,,,,,,,,
2520,Nutella,10.83,female,Unknown Mix,2015-07-29,2015-08-22,2015-08-27,black and brown,medium,medium,yes,,,,,,,both flat and garden
488,Mirza,5.75,female,English Cocker Spaniel,2015-07-01,2015-07-01,2015-09-05,black and brown,medium,medium,yes,yes,yes,,yes,yes,yes,flat
302,Gombócka,5.25,male,"Border Collie, Spaniel Mix",2015-08-19,2015-08-19,2015-08-26,black and white,medium,medium,,yes,yes,yes,,yes,,both flat and garden
1339,Ugró,5.5,male,Labrador Retriever Mix,2015-08-01,2015-08-01,2015-09-05,black,short,medium,,,,,,,,
1329,Rexi,9.0,male,"Labrador Retriever, Staffordshire Terrier Mix",2015-06-19,2015-06-19,2015-09-05,brown,short,medium,,,yes,,yes,yes,,
1349,Gombóc,8.75,male,Unknown Mix,2015-08-05,2015-08-05,2015-09-05,black and tan,long,medium,,,,,,,,garden
1910,Morzsika,4.75,male,Unknown Mix,2015-05-19,2015-05-19,2015-09-05,gray,wirehaired,small,no,,yes,yes,yes,yes,yes,both flat and garden
303,Bogyó,6.25,male,German Shepherd Dog,2015-08-10,2015-08-10,2015-09-02,sable,medium,large,,,yes,yes,,yes,,both flat and garden
1444,Kajla,6.25,male,Unknown Mix,2015-08-05,2015-08-18,2015-08-19,tricolor,wirehaired,medium,no,,yes,,,,,garden
1354,Borzas,6.33,male,Puli Mix,2015-08-07,2015-08-07,2015-09-05,black,long,medium,,,yes,yes,yes,yes,,both flat and garden
2772,Zakia,5.92,female,Unknown Mix,2015-07-27,2015-07-27,2015-08-23,black,short,medium,,,,,,,,
2528,Virgonc,6.25,male,Unknown Mix,2015-08-18,2015-09-12,2015-08-27,black and brown,short,medium,,,yes,yes,yes,yes,,garden
7386,Áfonya,4.58,female,"Bull Terrier, Fox Terrier, Staffordshire Terrier Mix",2015-08-26,2015-08-26,2015-08-29,striped,short,small,no,,yes,,yes,yes,yes,both flat and garden
2524,Vándor,7.25,male,Unknown Mix,2015-08-15,2015-10-10,2015-08-27,black and brown,short,medium,,,yes,yes,,yes,,garden
226,Ékes,6.83,female,German Shepherd Dog Mix,2014-11-06,2014-11-06,2015-06-28,sable,short,large,yes,,,,,,,
1311,Rágcsa,7.75,female,Unknown Mix,2015-04-23,2015-04-23,2015-07-07,black,medium,medium,,,,,,,,
216,Zulu,10.75,male,German Shepherd Dog Mix,2015-02-06,2015-02-06,2015-06-28,black and brown,medium,medium,yes,,,,,,,
7350,Brunhilde,16.33,female,Unknown Mix,2013-12-23,2013-12-23,2015-07-24,black and brown,medium,medium,no,yes,yes,no,yes,no,no,both flat and garden
1429,Közép,11.42,male,Central Asian Ovtcharka,2015-06-29,2015-07-01,2015-07-01,brown and white,medium,large,,,,,,,,garden
1431,Orfeusz,12.42,male,German Shepherd Dog Mix,2015-06-21,2015-07-07,2015-07-08,black and tan,short,large,no,,yes,yes,no,no,,garden
2509,Táltos,9.5,male,"Greyhound, Transylvanian Hound Mix",2015-07-30,2015-08-22,2015-08-03,black,short,large,yes,,yes,yes,yes,yes,,both flat and garden
1430,Bundás,5.83,male,Labrador Retriever Mix,2015-06-30,2015-07-03,2015-07-03,yellow-brown,short,medium,,,yes,yes,,,,garden
62,June,10.33,female,Caucasian Ovtcharka Mix,2015-03-01,2015-03-01,2015-07-19,gray,long,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
2513,Vili,5.33,male,Unknown Mix,2015-08-04,2015-08-29,2015-08-17,black,wirehaired,medium,,,yes,yes,yes,yes,,
174,Maxi,4.58,male,Unknown Mix,2015-06-17,2015-06-17,2015-07-27,black and tan,short,small,no,,yes,yes,yes,yes,yes,both flat and garden
220,Max,5.83,male,Unknown Mix,2014-09-20,2014-09-20,2015-06-28,saddle back,short,medium,yes,,,,,,,
2499,Tequila,4.83,male,Unknown Mix,2015-07-06,2015-08-22,2015-08-02,black,short,large,,,yes,yes,yes,yes,,both flat and garden
230,Bodri,10.83,female,Jagd Terrier Mix,2015-05-29,2015-05-29,2015-06-30,black and brown,short,small,yes,,,,,,,
221,Bumbi,7.58,female,Komondor,2015-01-06,2015-01-06,2015-06-28,white,long,large,yes,,,,,,,
215,János,5.92,male,Unknown Mix,2015-01-03,2015-01-03,2015-06-28,black,short,medium,yes,,,,,,,
7369,Bonnie,5.83,female,German Shepherd Dog Mix,2015-08-05,2015-08-05,2015-08-11,black and brown,short,large,no,yes,yes,,yes,yes,yes,both flat and garden
2520,Zorro,12.33,male,Caucasian Ovtcharka Mix,2015-08-02,2015-08-02,2015-08-11,brown,medium,large,yes,,yes,,,,,both flat and garden
1432,Bigyó,7.92,female,Unknown Mix,2012-05-19,2012-05-19,2015-07-08,black,short,medium,yes,,yes,,yes,yes,,
227,Kacér,7.0,female,Unknown Mix,2014-11-03,2014-11-03,2015-06-28,brown and white,medium,medium,yes,,,,,,,
1424,Labi,4.92,male,Labrador Retriever Mix,2015-05-28,2015-06-08,2015-06-17,brown and white,short,large,no,,yes,,yes,yes,,garden
1105,Fecske Mama,6.92,female,Transylvanian Hound Mix,2015-04-17,2015-04-17,2015-06-03,black and brown,medium,medium,yes,,,,,,,
1030,Negró,9.42,male,Unknown Mix,2014-08-17,2014-08-17,2015-06-28,black,short,medium,yes,,yes,no,,,no,both flat and garden
208,Dexi,8.58,male,Komondor Mix,2015-04-20,2015-04-20,2015-06-28,yellow-brown,medium,large,yes,,,,,,,
1104,Parázs,7.92,female,Unknown Mix,2015-04-17,2015-04-17,2015-06-03,brown,short,medium,yes,,,,,,,
1101,Bond,13.58,male,Unknown Mix,2015-05-11,2015-05-11,2015-06-03,yellow-brown,medium,medium,yes,,,,,,,
214,Szõrme,5.92,male,Unknown Mix,2015-01-03,2015-01-03,2015-06-28,black,long,medium,yes,,,,,,,
206,Riky,8.92,male,German Shepherd Dog Mix,2015-05-28,2015-05-28,2015-06-28,sable,medium,large,yes,,,,,,,
207,Tuba,14.5,male,German Pointer Mix,2015-05-10,2015-05-10,2015-06-28,brown,short,medium,yes,,,,,,,
1425,Szendrõi Kutyus Gazdit Keres,4.92,female,Unknown Mix,2015-06-08,2015-06-18,2015-06-19,black and brown,short,medium,no,,yes,,,,,garden
1109,Ms. Daisy,14.92,female,Beagle,2015-02-08,2015-02-08,2015-06-11,tricolor,short,medium,yes,,,,,,,
1100,Grul,11.92,male,Unknown Mix,2015-05-22,2015-05-22,2015-06-03,black and brown,short,medium,yes,,,,,,,
300,Lucky,7.5,male,"Boxer, Hungarian Vizsla Mix",2015-06-01,2015-06-01,2015-06-12,brown,short,medium,,yes,yes,yes,,yes,,both flat and garden
1106,Ladányi Turmix,7.75,female,Dachshund Mix,2015-03-15,2015-03-15,2015-06-03,striped,short,small,yes,,,,,,,
1037,Wombi,5.42,male,Unknown Mix,2015-03-08,2015-03-08,2015-06-28,yellow-brown,medium,small,,,yes,,yes,yes,,both flat and garden
1029,Miro,5.42,male,Unknown Mix,2014-11-14,2014-11-14,2015-06-28,brown,short,small,yes,,yes,,,,,both flat and garden
1423,Kistestû Kutya,6.42,female,"Dachshund, Fox Terrier Mix",2015-05-26,2015-06-08,2015-06-16,black and brown,medium,small,yes,,yes,,no,no,,garden
815,Mendei Mia,5.5,female,Unknown Mix,2014-10-01,2014-10-01,2015-06-02,brown,medium,medium,yes,,yes,yes,yes,yes,,both flat and garden
1032,Pannika,9.42,female,Unknown Mix,2014-10-30,2014-10-30,2015-06-28,brown,short,large,yes,,yes,,yes,yes,,both flat and garden
1111,Penna,13.92,female,Vizsla Mix,2015-03-23,2015-03-23,2015-06-11,black and white,short,medium,yes,,,,,,,
213,Sos,5.5,male,German Shepherd Dog Mix,2015-05-14,2015-05-14,2015-05-18,black,short,medium,no,no,yes,yes,yes,yes,yes,garden
7318,,6.5,female,Unknown Mix,2015-05-25,2015-05-25,2015-05-30,black,wirehaired,medium,no,,,,,,,
1309,Herceg,10.92,male,Dogo Argentino Mix,2015-05-05,2015-05-05,2015-05-27,white,short,large,,,,,,,,
291,Nina,5.5,female,Unknown Mix,2015-03-01,2015-03-01,2015-05-15,black and tan,short,medium,yes,yes,yes,yes,yes,yes,yes,flat
1171,Kond,5.42,male,"Dachshund, Pekingese Mix",2015-05-25,2015-05-25,2015-05-30,brown,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
1415,Rebeka És Molli,6.5,female,Unknown Mix,2015-05-21,2015-05-27,2015-05-27,black,short,medium,,,yes,,,yes,no,both flat and garden
814,Buci,5.5,male,Boxer Mix,2014-08-09,2014-08-09,2015-05-26,striped,short,medium,no,,yes,yes,yes,yes,,both flat and garden
812,Nebo,7.92,male,Unknown Mix,2014-02-01,2014-02-01,2015-05-20,black and brown,wirehaired,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
811,Pötty,9.58,female,Unknown Mix,2012-10-10,2012-10-10,2015-05-20,black,short,small,yes,yes,yes,yes,yes,yes,,both flat and garden
288,Negra,11.58,female,Unknown Mix,2015-01-05,2015-01-10,2015-05-15,gray,medium,medium,yes,yes,yes,yes,yes,yes,yes,flat
813,Pille,7.0,female,Bernese Mountain Dog Mix,2014-04-10,2014-04-10,2015-05-25,tricolor,short,large,yes,,yes,yes,yes,,no,garden
1295,Fürge,17.92,male,Unknown Mix,2015-04-07,2015-04-07,2015-05-27,red,long,medium,,,,,,,,
1170,Ond,5.42,male,"Dachshund, Pekingese Mix",2015-05-25,2015-05-25,2015-05-30,brown,wirehaired,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
1310,Sólyom,15.92,male,Unknown Mix,2015-05-05,2015-05-05,2015-05-27,brown,medium,large,,,,,,,,
214,Lencsi,6.5,female,Dachshund Mix,2015-05-12,2015-05-12,2015-05-18,brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden
2686,Tsiki,5.58,female,Unknown Mix,2015-05-19,2015-05-19,2015-05-26,striped,short,large,,,yes,,yes,yes,yes,both flat and garden
1299,Molli,11.42,female,Siberian Husky Mix,2015-03-24,2015-03-24,2015-05-27,tricolor,short,large,,,,,,,,
212,Sos,7.5,female,Puli,2015-05-14,2015-05-14,2015-05-18,black,long,medium,no,no,yes,yes,yes,yes,yes,garden
1282,Lali,10.58,male,Kuvasz Mix,2015-02-24,2015-02-24,2015-05-27,white,medium,large,,,,,,,,
1306,Kicsi,9.67,male,Unknown Mix,2015-04-27,2015-04-27,2015-05-27,brown,medium,medium,,,,,,,,
2315,Mátyás,12.58,male,Unknown Mix,2015-05-01,2015-05-01,2015-05-01,black,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
210,Fecó,8.58,male,Newfoundland Mix,2015-05-01,2015-05-01,2015-05-02,black,short,medium,no,no,yes,yes,yes,yes,,garden
7307,Lujzi,6.58,female,Unknown Mix,2015-04-05,2015-04-05,2015-05-10,red and white,short,large,no,,yes,yes,,,,both flat and garden
73,Zafír,6.92,female,"Chinese Shar-Pei, Labrador Retriever Mix",2014-05-01,2015-04-13,2015-04-13,white,short,medium,yes,,,,,,,
211,Frici,11.58,male,"Kuvasz, Labrador Retriever Mix",2015-05-01,2015-05-01,2015-05-02,yellow-brown,short,medium,no,no,yes,yes,yes,yes,,garden
1409,Zénó,8.58,male,Labrador Retriever,2015-04-08,2015-04-10,2015-04-15,yellow-brown,medium,medium,no,,yes,yes,no,yes,,garden
306,Shadow,10.83,female,German Shepherd Dog Mix,2015-02-10,2015-02-10,2015-04-29,saddle back,medium,large,,,yes,yes,yes,yes,,garden
1411,Bullmasztiff Gazdától Hirdetve,6.58,male,Bullmastiff,2015-04-23,2015-04-28,2015-04-28,yellow-brown,short,large,,,,,,,,garden
1151,Inárcsi Artúr,6.58,male,"Hound, Vizsla Mix",2015-04-12,2015-04-12,2015-04-23,saddle back,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
208,Süti,5.58,female,Fox Terrier Mix,2015-04-30,2015-04-30,2015-04-30,black and white,wirehaired,small,yes,yes,yes,yes,yes,yes,,both flat and garden
1148,Budakeszi Snoopy,10.75,male,Labrador Retriever Mix,2015-04-20,2015-04-20,2015-04-21,black and white,short,medium,yes,no,yes,yes,yes,yes,no,garden
1408,Rozi,6.67,female,Labrador Retriever Mix,2015-03-24,2015-04-12,2015-04-13,yellow-brown,short,medium,no,,yes,,,,,garden
203,Pamacs,17.67,male,Pekingese Mix,2015-04-09,2015-04-09,2015-04-09,brown and white,long,small,no,yes,yes,yes,yes,yes,yes,flat
75,Tangó,6.92,male,Unknown Mix,2014-01-01,2015-04-13,2015-04-13,black,short,medium,no,,,,,,,both flat and garden
1413,Kopó,5.42,male,Hound Mix,2015-05-12,2015-05-13,2015-05-13,black and tan,short,medium,no,,yes,,yes,yes,,both flat and garden
205,Manó,6.58,female,Siberian Husky Mix,2015-04-13,2015-04-13,2015-04-13,gray and white,short,medium,no,no,yes,yes,yes,yes,no,garden
76,Dagi,10.92,male,Rottweiler Mix,2012-06-01,2015-04-13,2015-04-13,black and brown,short,large,no,,,,,,,garden
2305,Barni,9.58,male,Unknown Mix,2015-04-28,2015-04-28,2015-04-28,black,short,medium,,,yes,,,,yes,both flat and garden
1158,Miskolci Bleki,10.58,male,Hound Mix,2015-05-01,2015-05-01,2015-05-04,black and tan,short,medium,no,no,yes,no,yes,yes,no,garden
204,Mackó,6.58,female,Siberian Husky Mix,2015-04-13,2015-04-13,2015-04-13,gray and white,medium,medium,no,no,yes,yes,yes,yes,no,garden
151,Murphy,11.67,male,"American Bulldog, Dogo Argentino Mix",2014-10-06,2014-10-06,2015-03-29,white,short,large,,,yes,,no,yes,,
1407,Zeusz,7.67,male,"Hound, Staffordshire Terrier Mix",2015-03-20,2015-04-08,2015-04-08,brown and white,short,medium,yes,yes,yes,yes,no,no,yes,both flat and garden
156,Vanda,7.67,female,Dogo Argentino,2015-03-13,2015-03-13,2015-03-31,white,short,large,yes,,yes,yes,yes,yes,,both flat and garden
150,Ali,8.67,male,American Bulldog,2014-09-07,2014-09-07,2015-03-29,white,short,large,,,yes,no,no,yes,,both flat and garden
152,Parsifal,10.17,male,Dogo Argentino,2014-09-16,2014-09-16,2015-03-29,white,short,large,yes,,yes,yes,,yes,yes,both flat and garden
464,Pocak,11.0,male,Spaniel Mix,2012-12-01,2012-12-01,2015-04-09,black and brown,medium,medium,yes,,,,,,,
195,Báró,8.67,male,Staffordshire Terrier,2015-03-27,2015-03-27,2015-03-27,yellow-brown,short,medium,yes,no,yes,yes,yes,yes,yes,garden
157,Spike,8.67,male,Dogo Argentino,2015-03-13,2015-03-13,2015-03-31,white,short,large,yes,,yes,,no,yes,,
7267,Szotyi,5.17,male,Schnauzer Mix,2015-03-23,2015-03-23,2015-03-25,black,wirehaired,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
1406,Lonci,8.67,female,Labrador Retriever Mix,2015-03-23,2015-03-31,2015-03-31,brown,short,medium,no,,yes,,,,,both flat and garden
159,Luna,12.67,female,Dogo Argentino,2014-09-16,2014-09-16,2015-03-31,white,short,large,yes,,yes,yes,yes,yes,no,both flat and garden
463,Pocahontas,12.83,female,English Cocker Spaniel Mix,2015-01-30,2015-01-30,2015-04-09,black,medium,medium,yes,,,,,,,
456,Bodáncs,7.92,male,Unknown Mix,2014-12-28,2014-12-28,2015-04-09,black,medium,medium,yes,,,,,,,
196,Lina,9.67,female,Staffordshire Terrier,2015-03-27,2015-03-27,2015-03-27,white,short,medium,yes,no,yes,yes,yes,yes,yes,garden
454,Bátor,11.08,male,Unknown Mix,2014-10-23,2014-10-23,2015-04-09,black,medium,medium,yes,,,,,,,
1405,Tequila,9.67,male,Dachshund Mix,2015-03-22,2015-03-30,2015-03-30,brown,short,medium,,,yes,yes,,,,both flat and garden
149,Scarlett,6.25,female,"Dogo Argentino, Staffordshire Terrier Mix",2014-06-09,2014-06-09,2015-03-29,white,short,medium,,yes,yes,yes,yes,yes,yes,both flat and garden
158,Sultan,11.67,male,Dogo Argentino,2014-09-16,2014-09-16,2015-03-31,white,short,large,yes,yes,yes,yes,yes,yes,,both flat and garden
197,Keverék Kiskutyák!,5.08,male,Unknown Mix,2015-01-08,2015-01-08,2015-04-06,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
155,James,6.25,male,Dogo Argentino,2014-10-06,2014-10-06,2015-03-31,white,short,large,yes,yes,yes,yes,yes,yes,,both flat and garden
1273,Mennydörgés,6.5,male,Unknown Mix,2015-02-06,2015-02-06,2015-03-03,red,short,large,,,,,,,,
1277,Picike,6.5,female,Unknown Mix,2015-02-06,2015-02-06,2015-03-03,red,short,large,,,,,,,,
1259,Barát,8.67,male,"Dachshund, German Shepherd Dog Mix",2015-01-26,2015-01-26,2015-02-16,black and brown,medium,small,,,,,,,,
11,Coco,5.75,female,Dachshund Mix,2014-12-01,2015-02-01,2015-02-24,black,wirehaired,small,yes,,yes,yes,yes,yes,,both flat and garden
1261,Boti,9.83,male,Unknown Mix,2015-01-29,2015-01-29,2015-02-16,black and white,long,medium,,,,,,,,
2625,Eperjesi Musi,5.17,female,Unknown Mix,2015-03-22,2015-03-22,2015-03-22,black and tan,wirehaired,medium,,,,,,,,
178,Lara,9.75,female,Staffordshire Terrier Mix,2015-02-24,2015-02-24,2015-02-24,yellow-brown,short,medium,no,no,yes,yes,yes,yes,yes,garden
1272,Jámbor,7.5,male,Unknown Mix,2015-02-06,2015-02-06,2015-03-03,red,short,large,,,,,,,,
1401,Picur,6.08,male,Fox Terrier Mix,2015-03-08,2015-03-12,2015-03-12,yellow-brown,wirehaired,medium,no,,yes,,,,,garden
291,Bumeráng,9.83,male,Jack Russell Terrier,2015-03-10,2015-03-10,2015-03-10,tricolor,short,small,yes,,yes,yes,yes,yes,,both flat and garden
2406,Omar/Rex,5.5,male,Unknown Mix,2015-03-05,2015-03-28,2015-03-10,black and brown,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
1270,Szépfiú,6.5,male,Unknown Mix,2015-02-06,2015-02-06,2015-03-03,brown,short,large,,,,,,,,
1280,Lego,7.33,male,Tibetan Terrier Mix,2015-02-13,2015-02-13,2015-03-03,white,long,medium,,,,,,,,
2630,Fannie,6.17,female,Chinese Shar-Pei Mix,2015-02-10,2015-02-10,2015-03-22,black,short,large,,,,,,,,
181,Frédi,14.25,male,Dachshund Mix,2015-02-28,2015-02-28,2015-02-28,brown,short,small,yes,yes,yes,yes,no,no,no,flat
1274,Tapi,12.5,female,Unknown Mix,2015-02-06,2015-02-06,2015-03-03,brown,short,large,,,,,,,,
