location_name,data_date,submitted_date,Province,District,malaria_rdt_0-4,malaria_rdt_5-14,malaria_rdt_15,malaria_tot,newid
Facility 43,2020-07-16,2020-07-31,North,Dingo,5,8,6,19,43
Facility 43,2020-07-15,2020-07-31,North,Dingo,7,9,11,27,43
Facility 43,2020-07-14,2020-07-31,North,Dingo,0,0,0,0,43
Facility 43,2020-07-13,2020-07-31,North,Dingo,9,4,10,23,43
Facility 43,2020-07-12,2020-07-31,North,Dingo,8,5,11,24,43
Facility 21,2020-07-18,2020-07-18,North,Bolo,15,15,5,35,21
Facility 13,2020-07-17,2020-07-18,North,Bolo,0,0,0,0,13
Facility 13,2020-07-16,2020-07-18,North,Bolo,0,0,0,0,13
Facility 40,2020-07-17,2020-07-18,North,Barnard,0,0,0,0,40
Facility 36,2020-07-17,2020-07-18,North,Dingo,0,0,0,0,36
Facility 36,2020-07-16,2020-07-18,North,Dingo,0,0,0,0,36
Facility 36,2020-07-15,2020-07-18,North,Dingo,8,7,7,22,36
Facility 32,2020-07-15,2020-07-18,North,Spring,6,8,19,33,32
Facility 16,2020-07-17,2020-07-18,North,Barnard,5,0,1,6,16
Facility 15,2020-07-17,2020-07-18,North,Barnard,4,6,4,14,15
Facility 9,2020-07-17,2020-07-18,North,Spring,0,0,0,0,9
Facility 3,2020-07-18,2020-07-18,North,Dingo,0,0,0,0,3
Facility 27,2020-07-17,2020-07-18,North,Spring,0,0,0,0,27
Facility 27,2020-07-16,2020-07-18,North,Spring,0,0,0,0,27
Facility 26,2020-07-17,2020-07-18,North,Bolo,0,0,0,0,26
Facility 27,2020-07-15,2020-07-18,North,Spring,7,10,8,25,27
Facility 27,2020-07-14,2020-07-18,North,Spring,5,6,6,17,27
Facility 55,2020-07-17,2020-07-18,North,Bolo,10,1,20,31,55
Facility 34,2020-07-17,2020-07-18,North,Dingo,0,0,0,0,34
Facility 1,2020-07-17,2020-07-18,North,Spring,12,10,21,43,1
Facility 4,2020-07-16,2020-07-18,North,Bolo,5,10,26,41,4
Facility 50,2020-07-17,2020-07-18,North,Spring,9,2,4,15,50
Facility 50,2020-07-16,2020-07-18,North,Spring,23,19,12,54,50
Facility 14,2020-07-17,2020-07-17,North,Dingo,0,0,0,0,14
Facility 14,2020-07-16,2020-07-17,North,Dingo,0,0,0,0,14
Facility 38,2020-07-17,2020-07-17,North,Bolo,0,0,0,0,38
Facility 20,2020-07-15,2020-07-16,North,Barnard,21,7,28,56,20
Facility 7,2020-07-15,2020-07-16,North,Spring,30,16,28,74,7
Facility 3,2020-07-16,2020-07-16,North,Dingo,11,9,15,35,3
Facility 1,2020-07-15,2020-07-16,North,Spring,21,16,39,76,1
Facility 15,2020-07-15,2020-07-16,North,Barnard,14,20,23,57,15
Facility 38,2020-07-16,2020-07-16,North,Bolo,0,0,0,0,38
Facility 53,2020-07-16,2020-07-16,North,Bolo,3,0,3,6,53
Facility 53,2020-07-15,2020-07-16,North,Bolo,23,5,6,34,53
Facility 48,2020-07-16,2020-07-16,North,Dingo,0,0,0,0,48
Facility 48,2020-07-15,2020-07-16,North,Dingo,16,11,19,46,48
Facility 38,2020-07-15,2020-07-16,North,Bolo,11,0,18,29,38
Facility 5,2020-07-15,2020-07-16,North,Bolo,9,7,16,32,5
Facility 21,2020-07-16,2020-07-16,North,Bolo,34,8,11,53,21
Facility 9,2020-07-15,2020-07-16,North,Spring,39,30,34,103,9
Facility 12,2020-07-15,2020-07-16,North,Dingo,33,36,93,162,12
Facility 2,2020-07-15,2020-07-16,North,Bolo,15,30,50,95,2
Facility 29,2020-07-15,2020-07-16,North,Dingo,23,16,31,70,29
Facility 26,2020-07-15,2020-07-16,North,Bolo,7,6,6,19,26
Facility 13,2020-07-15,2020-07-16,North,Bolo,0,0,0,0,13
Facility 18,2020-07-16,2020-07-16,North,Bolo,0,0,0,0,18
Facility 45,2020-07-15,2020-07-16,North,Barnard,20,16,39,75,45
Facility 18,2020-07-15,2020-07-16,North,Bolo,3,2,6,11,18
Facility 18,2020-07-14,2020-07-16,North,Bolo,1,0,6,7,18
Facility 16,2020-07-15,2020-07-16,North,Barnard,20,12,19,51,16
Facility 11,2020-07-15,2020-07-16,North,Spring,49,24,38,111,11
Facility 50,2020-07-15,2020-07-16,North,Spring,7,31,38,76,50
Facility 50,2020-07-14,2020-07-16,North,Spring,39,42,28,109,50
Facility 40,2020-07-15,2020-07-16,North,Barnard,18,8,17,43,40
Facility 24,2020-07-15,2020-07-16,North,Bolo,20,11,55,86,24
Facility 22,2020-07-15,2020-07-16,North,Bolo,12,5,7,24,22
Facility 57,2020-07-15,2020-07-15,North,Barnard,11,7,11,29,57
Facility 34,2020-07-15,2020-07-15,North,Dingo,12,8,17,37,34
Facility 46,2020-07-15,2020-07-15,North,Dingo,6,2,16,24,46
Facility 4,2020-07-15,2020-07-15,North,Bolo,9,5,26,40,4
Facility 14,2020-07-15,2020-07-15,North,Dingo,10,15,16,41,14
Facility 20,2020-07-14,2020-07-15,North,Barnard,6,4,13,23,20
Facility 20,2020-07-13,2020-07-15,North,Barnard,18,3,4,25,20
Facility 11,2020-07-14,2020-07-15,North,Spring,49,24,38,111,11
Facility 10,2020-07-15,2020-07-15,North,Bolo,0,7,21,28,10
Facility 19,2020-07-14,2020-07-15,North,Bolo,25,12,47,84,19
Facility 33,2020-07-14,2020-07-15,North,Barnard,3,9,7,19,33
Facility 49,2020-07-14,2020-07-15,North,Dingo,29,50,60,139,49
Facility 29,2020-07-14,2020-07-15,North,Dingo,37,51,24,112,29
Facility 26,2020-07-14,2020-07-15,North,Bolo,7,2,12,21,26
Facility 41,2020-07-14,2020-07-15,North,Barnard,4,3,10,17,41
Facility 25,2020-07-14,2020-07-15,North,Bolo,4,1,8,13,25
Facility 37,2020-07-14,2020-07-15,North,Bolo,28,8,39,75,37
Facility 48,2020-07-14,2020-07-15,North,Dingo,8,8,14,30,48
Facility 7,2020-07-14,2020-07-15,North,Spring,19,15,29,63,7
Facility 48,2020-07-13,2020-07-15,North,Dingo,7,12,19,38,48
Facility 30,2020-07-15,2020-07-15,North,Bolo,7,12,21,40,30
Facility 30,2020-07-14,2020-07-15,North,Bolo,9,16,24,49,30
Facility 42,2020-07-14,2020-07-15,North,Dingo,28,9,28,65,42
Facility 21,2020-07-15,2020-07-15,North,Bolo,11,6,9,26,21
Facility 42,2020-07-13,2020-07-15,North,Dingo,21,15,36,72,42
Facility 2,2020-07-14,2020-07-15,North,Bolo,26,10,54,90,2
Facility 12,2020-07-14,2020-07-15,North,Dingo,85,72,45,202,12
Facility 9,2020-07-14,2020-07-15,North,Spring,30,22,36,88,9
Facility 60,2020-07-14,2020-07-15,North,Bolo,6,12,20,38,60
Facility 53,2020-07-14,2020-07-15,North,Bolo,13,3,7,23,53
Facility 53,2020-07-13,2020-07-15,North,Bolo,11,0,11,22,53
Facility 24,2020-07-14,2020-07-15,North,Bolo,13,16,54,83,24
Facility 15,2020-07-14,2020-07-15,North,Barnard,13,18,37,68,15
Facility 13,2020-07-14,2020-07-15,North,Bolo,0,0,0,0,13
Facility 16,2020-07-14,2020-07-15,North,Barnard,12,10,11,33,16
Facility 55,2020-07-14,2020-07-15,North,Bolo,21,12,32,65,55
Facility 5,2020-07-14,2020-07-15,North,Bolo,23,5,29,57,5
Facility 5,2020-07-13,2020-07-15,North,Bolo,23,5,29,57,5
Facility 23,2020-07-14,2020-07-15,North,Dingo,8,12,17,37,23
Facility 3,2020-07-15,2020-07-15,North,Dingo,12,9,12,33,3
Facility 1,2020-07-14,2020-07-15,North,Spring,28,29,32,89,1
Facility 38,2020-07-14,2020-07-15,North,Bolo,5,8,21,34,38
Facility 45,2020-07-14,2020-07-15,North,Barnard,44,76,31,151,45
Facility 51,2020-07-14,2020-07-15,North,Spring,21,23,27,71,51
Facility 40,2020-07-14,2020-07-15,North,Barnard,5,7,20,32,40
Facility 31,2020-07-14,2020-07-15,North,Dingo,12,18,13,43,31
Facility 11,2020-07-13,2020-07-15,North,Spring,0,33,34,67,11
Facility 57,2020-07-14,2020-07-14,North,Barnard,7,9,14,30,57
Facility 36,2020-07-14,2020-07-14,North,Dingo,11,12,15,38,36
Facility 36,2020-07-13,2020-07-14,North,Dingo,0,0,0,0,36
Facility 32,2020-07-14,2020-07-14,North,Spring,20,26,27,73,32
Facility 51,2020-07-13,2020-07-14,North,Spring,18,1,20,39,51
Facility 34,2020-07-14,2020-07-14,North,Dingo,7,10,6,23,34
Facility 4,2020-07-14,2020-07-14,North,Bolo,25,10,23,58,4
Facility 22,2020-07-14,2020-07-14,North,Bolo,13,1,14,28,22
Facility 19,2020-07-13,2020-07-14,North,Bolo,14,14,19,47,19
Facility 19,2020-07-12,2020-07-14,North,Bolo,34,11,33,78,19
Facility 19,2020-07-11,2020-07-14,North,Bolo,25,15,52,92,19
Facility 7,2020-07-13,2020-07-14,North,Spring,22,17,28,67,7
Facility 50,2020-07-13,2020-07-14,North,Spring,41,50,64,155,50
Facility 40,2020-07-10,2020-07-14,North,Barnard,0,0,0,0,40
Facility 40,2020-07-13,2020-07-14,North,Barnard,14,12,19,45,40
Facility 40,2020-07-11,2020-07-14,North,Barnard,26,32,45,103,40
Facility 40,2020-07-09,2020-07-14,North,Barnard,21,16,21,58,40
Facility 40,2020-07-08,2020-07-14,North,Barnard,31,21,25,77,40
Facility 37,2020-07-13,2020-07-14,North,Bolo,4,2,35,41,37
Facility 37,2020-07-13,2020-07-14,North,Bolo,4,2,35,41,37
Facility 37,2020-07-13,2020-07-14,North,Bolo,4,2,35,41,37
Facility 40,2020-07-07,2020-07-14,North,Barnard,16,5,23,44,40
Facility 40,2020-07-06,2020-07-14,North,Barnard,19,12,21,52,40
Facility 46,2020-07-14,2020-07-14,North,Dingo,12,4,15,31,46
Facility 40,2020-07-05,2020-07-14,North,Barnard,13,13,12,38,40
Facility 40,2020-07-04,2020-07-14,North,Barnard,9,3,12,24,40
Facility 40,2020-07-03,2020-07-14,North,Barnard,0,0,0,0,40
Facility 40,2020-07-02,2020-07-14,North,Barnard,3,3,2,8,40
Facility 26,2020-07-13,2020-07-14,North,Bolo,7,2,9,18,26
Facility 41,2020-07-13,2020-07-14,North,Barnard,11,11,24,46,41
Facility 10,2020-07-14,2020-07-14,North,Bolo,0,12,27,39,10
Facility 31,2020-07-12,2020-07-14,North,Dingo,17,16,35,68,31
Facility 14,2020-07-14,2020-07-14,North,Dingo,12,3,17,32,14
Facility 33,2020-07-13,2020-07-14,North,Barnard,1,9,4,14,33
Facility 33,2020-07-12,2020-07-14,North,Barnard,1,0,4,5,33
Facility 58,2020-07-13,2020-07-14,North,Spring,4,0,7,11,58
Facility 58,2020-07-12,2020-07-14,North,Spring,14,0,35,49,58
Facility 60,2020-07-13,2020-07-14,North,Bolo,12,12,20,44,60
Facility 14,2020-07-13,2020-07-14,North,Dingo,10,7,21,38,14
Facility 14,2020-07-12,2020-07-14,North,Dingo,8,13,17,38,14
Facility 21,2020-07-14,2020-07-14,North,Bolo,9,8,12,29,21
Facility 9,2020-07-13,2020-07-14,North,Spring,37,31,17,85,9
Facility 12,2020-07-13,2020-07-14,North,Dingo,95,45,73,213,12
Facility 1,2020-07-13,2020-07-14,North,Spring,32,21,46,99,1
Facility 15,2020-07-13,2020-07-14,North,Barnard,11,18,21,50,15
Facility 15,2020-07-12,2020-07-14,North,Barnard,27,23,10,60,15
Facility 24,2020-07-13,2020-07-14,North,Bolo,19,9,72,100,24
Facility 13,2020-07-13,2020-07-14,North,Bolo,0,0,0,0,13
Facility 38,2020-07-13,2020-07-14,North,Bolo,8,7,17,32,38
Facility 49,2020-07-13,2020-07-14,North,Dingo,36,51,83,170,49
Facility 55,2020-07-13,2020-07-14,North,Bolo,22,5,35,62,55
Facility 3,2020-07-14,2020-07-14,North,Dingo,10,4,10,24,3
Facility 2,2020-07-13,2020-07-14,North,Bolo,13,10,42,65,2
Facility 23,2020-07-13,2020-07-14,North,Dingo,6,5,19,30,23
Facility 22,2020-07-13,2020-07-14,North,Bolo,9,4,12,25,22
Facility 29,2020-07-13,2020-07-14,North,Dingo,13,27,25,65,29
Facility 27,2020-07-13,2020-07-14,North,Spring,9,14,7,30,27
Facility 27,2020-07-12,2020-07-14,North,Spring,12,18,11,41,27
Facility 25,2020-07-13,2020-07-14,North,Bolo,2,0,6,8,25
Facility 58,2020-07-11,2020-07-14,North,Spring,16,6,55,77,58
Facility 58,2020-07-10,2020-07-14,North,Spring,0,0,0,0,58
Facility 58,2020-07-09,2020-07-14,North,Spring,0,0,0,0,58
Facility 58,2020-07-08,2020-07-14,North,Spring,0,0,16,16,58
Facility 34,2020-07-13,2020-07-13,North,Dingo,10,6,13,29,34
Facility 25,2020-07-12,2020-07-13,North,Bolo,6,2,5,13,25
Facility 40,2020-07-12,2020-07-13,North,Barnard,60,50,81,191,40
Facility 41,2020-06-23,2020-07-13,North,Barnard,12,11,14,37,41
Facility 4,2020-07-13,2020-07-13,North,Bolo,25,22,19,66,4
Facility 50,2020-07-12,2020-07-13,North,Spring,18,15,43,76,50
Facility 7,2020-07-12,2020-07-13,North,Spring,26,23,17,66,7
Facility 30,2020-07-13,2020-07-13,North,Bolo,16,11,28,55,30
Facility 30,2020-07-12,2020-07-13,North,Bolo,22,18,31,71,30
Facility 37,2020-07-12,2020-07-13,North,Bolo,7,2,56,65,37
Facility 32,2020-07-13,2020-07-13,North,Spring,35,54,50,139,32
Facility 46,2020-07-13,2020-07-13,North,Dingo,2,3,8,13,46
Facility 54,2020-07-13,2020-07-13,North,Barnard,3,5,4,12,54
Facility 46,2020-07-12,2020-07-13,North,Dingo,9,4,7,20,46
Facility 10,2020-07-13,2020-07-13,North,Bolo,0,8,23,31,10
Facility 16,2020-07-12,2020-07-13,North,Barnard,30,28,98,156,16
Facility 1,2020-07-12,2020-07-13,North,Spring,34,21,42,97,1
Facility 1,2020-07-11,2020-07-13,North,Spring,55,16,39,110,1
Facility 1,2020-07-10,2020-07-13,North,Spring,12,5,3,20,1
Facility 1,2020-07-09,2020-07-13,North,Spring,27,2,36,65,1
Facility 1,2020-07-08,2020-07-13,North,Spring,38,12,38,88,1
Facility 1,2020-07-07,2020-07-13,North,Spring,12,2,0,14,1
Facility 1,2020-07-06,2020-07-13,North,Spring,4,4,0,8,1
Facility 1,2020-07-05,2020-07-13,North,Spring,9,0,0,9,1
Facility 1,2020-07-04,2020-07-13,North,Spring,3,2,2,7,1
Facility 53,2020-07-12,2020-07-13,North,Bolo,24,3,6,33,53
Facility 1,2020-07-03,2020-07-13,North,Spring,0,0,0,0,1
Facility 6,2020-07-25,2020-07-26,North,Dingo,14,13,22,49,6
Facility 6,2020-07-24,2020-07-26,North,Dingo,0,0,0,0,6
Facility 34,2020-07-26,2020-07-26,North,Dingo,10,6,7,23,34
Facility 34,2020-07-25,2020-07-26,North,Dingo,9,13,19,41,34
Facility 4,2020-07-26,2020-07-26,North,Bolo,16,13,12,41,4
Facility 7,2020-07-25,2020-07-26,North,Spring,16,17,28,61,7
Facility 47,2020-07-25,2020-07-26,North,Barnard,33,24,26,83,47
Facility 51,2020-07-25,2020-07-26,North,Spring,16,9,26,51,51
Facility 51,2020-07-23,2020-07-26,North,Spring,14,8,15,37,51
Facility 51,2020-07-22,2020-07-26,North,Spring,6,7,17,30,51
Facility 38,2020-07-26,2020-07-26,North,Bolo,8,5,15,28,38
Facility 10,2020-07-26,2020-07-26,North,Bolo,0,14,19,33,10
Facility 27,2020-07-25,2020-07-26,North,Spring,9,17,9,35,27
Facility 12,2020-07-25,2020-07-26,North,Dingo,47,39,86,172,12
Facility 14,2020-07-26,2020-07-26,North,Dingo,7,3,6,16,14
Facility 30,2020-07-26,2020-07-26,North,Bolo,14,6,44,64,30
Facility 21,2020-07-26,2020-07-26,North,Bolo,32,10,12,54,21
Facility 25,2020-07-25,2020-07-26,North,Bolo,4,2,9,15,25
Facility 11,2020-07-25,2020-07-26,North,Spring,33,34,114,181,11
Facility 2,2020-07-25,2020-07-26,North,Bolo,25,30,36,91,2
Facility 2,2020-07-23,2020-07-26,North,Bolo,10,10,42,62,2
Facility 2,2020-07-22,2020-07-26,North,Bolo,16,20,25,61,2
Facility 54,2020-07-25,2020-07-26,North,Barnard,12,16,22,50,54
Facility 54,2020-07-24,2020-07-26,North,Barnard,0,0,0,0,54
Facility 54,2020-07-23,2020-07-26,North,Barnard,12,7,13,32,54
Facility 54,2020-07-22,2020-07-26,North,Barnard,9,8,23,40,54
Facility 8,2020-07-25,2020-07-26,North,Bolo,4,3,9,16,8
Facility 36,2020-07-25,2020-07-26,North,Dingo,13,17,17,47,36
Facility 38,2020-07-25,2020-07-26,North,Bolo,12,9,10,31,38
Facility 13,2020-07-25,2020-07-26,North,Bolo,0,0,0,0,13
Facility 15,2020-07-26,2020-07-26,North,Barnard,32,29,41,102,15
Facility 53,2020-07-25,2020-07-26,North,Bolo,15,4,9,28,53
Facility 42,2020-07-25,2020-07-26,North,Dingo,25,13,26,64,42
Facility 16,2020-07-25,2020-07-26,North,Barnard,34,23,21,78,16
Facility 22,2020-07-25,2020-07-26,North,Bolo,10,6,18,34,22
Facility 55,2020-07-25,2020-07-26,North,Bolo,15,8,37,60,55
Facility 40,2020-07-25,2020-07-26,North,Barnard,47,13,10,70,40
Facility 18,2020-07-25,2020-07-26,North,Bolo,7,5,11,23,18
Facility 29,2020-07-25,2020-07-26,North,Dingo,30,35,35,100,29
Facility 3,2020-07-26,2020-07-26,North,Dingo,16,8,15,39,3
Facility 48,2020-07-25,2020-07-26,North,Dingo,8,9,26,43,48
Facility 26,2020-07-25,2020-07-26,North,Bolo,7,5,3,15,26
Facility 28,2020-06-28,2020-07-25,North,Spring,31,28,36,95,28
Facility 28,2020-06-19,2020-07-25,North,Spring,2,0,0,2,28
Facility 28,2020-06-18,2020-07-25,North,Spring,0,0,1,1,28
Facility 28,2020-06-17,2020-07-25,North,Spring,2,2,4,8,28
Facility 28,2020-06-16,2020-07-25,North,Spring,11,9,13,33,28
Facility 28,2020-06-15,2020-07-25,North,Spring,22,5,12,39,28
Facility 28,2020-06-14,2020-07-25,North,Spring,29,19,23,71,28
Facility 28,2020-06-13,2020-07-25,North,Spring,26,16,27,69,28
Facility 28,2020-06-12,2020-07-25,North,Spring,2,0,0,2,28
Facility 28,2020-06-11,2020-07-25,North,Spring,0,0,2,2,28
Facility 28,2020-06-10,2020-07-25,North,Spring,22,17,23,62,28
Facility 28,2020-06-09,2020-07-25,North,Spring,28,12,14,54,28
Facility 28,2020-06-08,2020-07-25,North,Spring,25,10,24,59,28
Facility 28,2020-06-07,2020-07-25,North,Spring,1,1,1,3,28
Facility 28,2020-06-06,2020-07-25,North,Spring,0,0,0,0,28
Facility 28,2020-06-05,2020-07-25,North,Spring,0,0,0,0,28
Facility 28,2020-06-04,2020-07-25,North,Spring,16,7,23,46,28
Facility 28,2020-06-03,2020-07-25,North,Spring,31,17,21,69,28
Facility 28,2020-06-02,2020-07-25,North,Spring,0,0,2,2,28
Facility 28,2020-06-01,2020-07-25,North,Spring,0,0,0,0,28
Facility 28,2020-05-31,2020-07-25,North,Spring,0,0,1,1,28
Facility 28,2020-05-30,2020-07-25,North,Spring,18,6,8,32,28
Facility 28,2020-05-29,2020-07-25,North,Spring,2,1,2,5,28
Facility 28,2020-05-28,2020-07-25,North,Spring,0,0,0,0,28
Facility 28,2020-05-27,2020-07-25,North,Spring,21,5,14,40,28
Facility 28,2020-05-26,2020-07-25,North,Spring,18,8,10,36,28
Facility 28,2020-05-25,2020-07-25,North,Spring,20,8,13,41,28
Facility 28,2020-05-24,2020-07-25,North,Spring,12,10,20,42,28
Facility 28,2020-05-23,2020-07-25,North,Spring,27,8,20,55,28
Facility 28,2020-05-22,2020-07-25,North,Spring,0,0,0,0,28
Facility 28,2020-05-21,2020-07-25,North,Spring,0,0,0,0,28
Facility 28,2020-05-20,2020-07-25,North,Spring,15,0,27,42,28
Facility 28,2020-05-19,2020-07-25,North,Spring,19,1,18,38,28
Facility 28,2020-05-18,2020-07-25,North,Spring,9,7,23,39,28
Facility 28,2020-05-17,2020-07-25,North,Spring,5,1,8,14,28
Facility 28,2020-05-16,2020-07-25,North,Spring,5,2,5,12,28
Facility 28,2020-07-18,2020-07-25,North,Spring,44,14,28,86,28
Facility 28,2020-07-17,2020-07-25,North,Spring,1,0,0,1,28
Facility 28,2020-07-16,2020-07-25,North,Spring,10,11,17,38,28
Facility 28,2020-07-15,2020-07-25,North,Spring,18,9,23,50,28
Facility 28,2020-07-14,2020-07-25,North,Spring,39,17,24,80,28
Facility 28,2020-07-13,2020-07-25,North,Spring,36,18,28,82,28
Facility 28,2020-07-12,2020-07-25,North,Spring,41,30,31,102,28
Facility 28,2020-07-11,2020-07-25,North,Spring,7,3,8,18,28
Facility 28,2020-07-10,2020-07-25,North,Spring,2,0,2,4,28
Facility 30,2020-07-25,2020-07-25,North,Bolo,10,7,31,48,30
Facility 30,2020-07-24,2020-07-25,North,Bolo,5,19,28,52,30
Facility 28,2020-07-09,2020-07-25,North,Spring,1,2,2,5,28
Facility 30,2020-07-23,2020-07-25,North,Bolo,6,2,35,43,30
Facility 28,2020-07-08,2020-07-25,North,Spring,3,2,1,6,28
Facility 28,2020-07-07,2020-07-25,North,Spring,0,0,1,1,28
Facility 28,2020-07-06,2020-07-25,North,Spring,24,10,15,49,28
Facility 57,2020-07-25,2020-07-25,North,Barnard,6,15,11,32,57
Facility 28,2020-07-05,2020-07-25,North,Spring,23,11,12,46,28
Facility 28,2020-07-04,2020-07-25,North,Spring,43,19,18,80,28
Facility 28,2020-07-03,2020-07-25,North,Spring,2,0,1,3,28
Facility 28,2020-07-02,2020-07-25,North,Spring,35,14,16,65,28
Facility 28,2020-07-01,2020-07-25,North,Spring,24,21,24,69,28
Facility 28,2020-06-30,2020-07-25,North,Spring,28,16,44,88,28
Facility 28,2020-06-29,2020-07-25,North,Spring,1,0,0,1,28
Facility 20,2020-07-25,2020-07-25,North,Barnard,9,0,13,22,20
Facility 20,2020-07-23,2020-07-25,North,Barnard,0,0,2,2,20
Facility 20,2020-07-22,2020-07-25,North,Barnard,9,2,16,27,20
Facility 58,2020-07-18,2020-07-25,North,Spring,8,6,70,84,58
Facility 58,2020-07-17,2020-07-25,North,Spring,23,0,5,28,58
Facility 58,2020-07-16,2020-07-25,North,Spring,16,0,17,33,58
Facility 58,2020-07-15,2020-07-25,North,Spring,16,15,50,81,58
Facility 58,2020-07-14,2020-07-25,North,Spring,11,28,30,69,58
Facility 29,2020-07-24,2020-07-25,North,Dingo,4,2,7,13,29
Facility 33,2020-07-23,2020-07-25,North,Barnard,0,1,1,2,33
Facility 33,2020-07-22,2020-07-25,North,Barnard,2,4,10,16,33
Facility 1,2020-07-24,2020-07-25,North,Spring,0,0,0,0,1
Facility 1,2020-07-23,2020-07-25,North,Spring,32,5,26,63,1
Facility 1,2020-07-22,2020-07-25,North,Spring,27,15,39,81,1
Facility 22,2020-07-24,2020-07-25,North,Bolo,0,0,1,1,22
Facility 42,2020-07-23,2020-07-25,North,Dingo,13,5,13,31,42
Facility 22,2020-07-23,2020-07-25,North,Bolo,0,0,1,1,22
Facility 6,2020-07-23,2020-07-25,North,Dingo,2,5,2,9,6
Facility 21,2020-07-25,2020-07-25,North,Bolo,19,11,2,32,21
Facility 45,2020-07-24,2020-07-25,North,Barnard,138,84,35,257,45
Facility 6,2020-07-22,2020-07-25,North,Dingo,9,5,7,21,6
Facility 60,2020-07-24,2020-07-25,North,Bolo,0,0,0,0,60
Facility 6,2020-07-21,2020-07-25,North,Dingo,10,3,15,28,6
Facility 13,2020-07-24,2020-07-25,North,Bolo,0,0,0,0,13
Facility 13,2020-07-23,2020-07-25,North,Bolo,0,0,0,0,13
Facility 12,2020-07-24,2020-07-25,North,Dingo,39,87,111,237,12
Facility 12,2020-07-24,2020-07-25,North,Dingo,39,87,111,237,12
Facility 53,2020-07-24,2020-07-25,North,Bolo,0,0,0,0,53
Facility 53,2020-07-23,2020-07-25,North,Bolo,0,0,0,0,53
Facility 53,2020-07-22,2020-07-25,North,Bolo,11,2,15,28,53
Facility 23,2020-07-24,2020-07-25,North,Dingo,0,0,0,0,23
Facility 23,2020-07-23,2020-07-25,North,Dingo,0,0,0,0,23
Facility 23,2020-07-22,2020-07-25,North,Dingo,12,1,13,26,23
Facility 31,2020-07-22,2020-07-25,North,Dingo,11,21,18,50,31
Facility 31,2020-07-21,2020-07-25,North,Dingo,13,7,13,33,31
Facility 40,2020-07-24,2020-07-25,North,Barnard,0,0,0,0,40
Facility 16,2020-07-24,2020-07-25,North,Barnard,1,0,5,6,16
Facility 23,2020-07-21,2020-07-25,North,Dingo,21,2,22,45,23
Facility 15,2020-07-25,2020-07-25,North,Barnard,1,4,9,14,15
Facility 25,2020-07-24,2020-07-25,North,Bolo,0,0,0,0,25
Facility 25,2020-07-23,2020-07-25,North,Bolo,0,0,0,0,25
Facility 7,2020-07-24,2020-07-25,North,Spring,0,0,0,0,7
Facility 7,2020-07-23,2020-07-25,North,Spring,5,7,12,24,7
Facility 7,2020-07-22,2020-07-25,North,Spring,12,2,23,37,7
Facility 7,2020-07-21,2020-07-25,North,Spring,12,7,23,42,7
Facility 7,2020-07-20,2020-07-25,North,Spring,13,8,20,41,7
Facility 25,2020-07-22,2020-07-25,North,Bolo,1,2,3,6,25
Facility 55,2020-07-24,2020-07-25,North,Bolo,1,0,4,5,55
Facility 55,2020-07-23,2020-07-25,North,Bolo,16,7,14,37,55
Facility 3,2020-07-25,2020-07-25,North,Dingo,0,0,0,0,3
Facility 26,2020-07-24,2020-07-25,North,Bolo,0,0,0,0,26
Facility 23,2020-07-20,2020-07-25,North,Dingo,24,1,13,38,23
Facility 25,2020-07-21,2020-07-25,North,Bolo,7,1,6,14,25
Facility 48,2020-07-24,2020-07-25,North,Dingo,0,0,0,0,48
Facility 48,2020-07-23,2020-07-25,North,Dingo,0,0,0,0,48
Facility 48,2020-07-22,2020-07-25,North,Dingo,0,0,0,0,48
Facility 27,2020-07-24,2020-07-25,North,Spring,0,0,0,0,27
Facility 41,2020-07-24,2020-07-25,North,Barnard,4,5,20,29,41
Facility 32,2020-07-24,2020-07-24,North,Spring,0,0,0,0,32
Facility 34,2020-07-24,2020-07-24,North,Dingo,0,0,0,0,34
Facility 40,2020-07-23,2020-07-24,North,Barnard,0,0,0,0,40
Facility 36,2020-07-24,2020-07-24,North,Dingo,0,0,0,0,36
Facility 47,2020-07-23,2020-07-24,North,Barnard,6,4,9,19,47
Facility 47,2020-07-22,2020-07-24,North,Barnard,56,22,8,86,47
Facility 50,2020-07-23,2020-07-24,North,Spring,24,20,35,79,50
Facility 50,2020-07-22,2020-07-24,North,Spring,60,18,51,129,50
Facility 50,2020-07-21,2020-07-24,North,Spring,28,18,42,88,50
Facility 50,2020-07-20,2020-07-24,North,Spring,42,33,49,124,50
Facility 50,2020-07-19,2020-07-24,North,Spring,45,36,59,140,50
Facility 26,2020-07-23,2020-07-24,North,Bolo,0,0,0,0,26
Facility 3,2020-07-24,2020-07-24,North,Dingo,0,0,0,0,3
Facility 21,2020-07-24,2020-07-24,North,Bolo,15,5,3,23,21
Facility 29,2020-07-23,2020-07-24,North,Dingo,4,9,5,18,29
Facility 9,2020-07-23,2020-07-24,North,Spring,13,7,13,33,9
Facility 16,2020-07-23,2020-07-24,North,Barnard,21,25,12,58,16
Facility 18,2020-07-24,2020-07-24,North,Bolo,0,0,0,0,18
Facility 24,2020-07-23,2020-07-24,North,Bolo,18,12,45,75,24
Facility 15,2020-07-24,2020-07-24,North,Barnard,3,5,10,18,15
Facility 36,2020-07-23,2020-07-23,North,Dingo,0,0,0,0,36
