MSW3_ID	Scientific	MSWFamilyLatin	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Diet-Source	Diet-Certainty	ForStrat-Value	ForStrat-Certainty	ForStrat-Comment	Activity-Nocturnal	Activity-Crepuscular	Activity-Diurnal	Activity-Source	Activity-Certainty	BodyMass-Value	BodyMass-Source	BodyMass-SpecLevel
1283	Stylodipus sungorus	Dipodidae	0	0	0	0	0	0	0	0	30	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	61.96	Ref_178	2
1284	Stylodipus telum	Dipodidae	0	0	0	0	0	0	0	0	30	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	55	Ref_117	1
1285	Stylodipus andrewsi	Dipodidae	0	0	0	0	0	0	0	0	30	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	61.97	Ref_178	2
1286	Euchoreutes naso	Dipodidae	20	0	0	0	0	0	10	0	40	30	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	24.14	Ref_117	1
1287	Sicista concolor	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	13.1	Ref_134	1
1288	Sicista subtilis	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	11.75	Ref_117	1
1289	Sicista strandi	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	10.3	Ref_117	1
1290	Sicista severtzovi	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	11.77	Ref_178	2
1291	Sicista pseudonapaea	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	12.2	Ref_146	1
1292	Sicista tianshanica	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	10.3	Ref_146	1
1293	Sicista napaea	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	10	Ref_117	1
1294	Sicista caudata	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	11.2	Ref_146	1
1295	Sicista caucasica	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	10	Ref_117	1
1296	Sicista betulina	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	8	Ref_117	1
1297	Sicista armenica	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	6.53	Ref_146	1
1298	Sicista kluchorica	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	7.2	Ref_146	1
1299	Sicista kazbegica	Dipodidae	30	0	0	0	0	0	30	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	6.43	Ref_146	1
1300	Eozapus setchuanus	Dipodidae	20	0	0	0	0	0	10	0	40	30	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	32.58	Ref_117	1
1301	Napaeozapus insignis	Dipodidae	20	0	0	0	0	0	10	0	40	30	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	22.3	Ref_117	1
1302	Zapus hudsonius	Dipodidae	20	0	0	0	0	0	10	0	70	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	17.12	Ref_117	1
1303	Zapus princeps	Dipodidae	20	0	0	0	0	0	10	0	70	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	29	Ref_117	1
1304	Zapus trinotatus	Dipodidae	20	0	0	0	0	0	10	0	70	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	27.5	Ref_117	1
1305	Monticolomys koopmani	Nesomyidae	10	0	0	0	0	0	20	0	50	20	Ref_1	ABC	S	A		1	0	0	Ref_3	D2	25	Ref_117	1
1306	Nesomys lambertoni	Nesomyidae	0	0	0	0	0	0	50	0	50	0	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	155	Ref_117	1
1307	Nesomys rufus	Nesomyidae	0	0	0	0	0	0	50	0	50	0	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	162.5	Ref_117	1
1308	Nesomys audeberti	Nesomyidae	0	0	0	0	0	0	50	0	50	0	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	212.5	Ref_117	1
1309	Voalavo gymnocaudus	Nesomyidae	20	0	0	0	0	0	30	0	40	10	Ref_3	D2	G	A		1	0	0	Ref_3	D2	50.88	"Ref_2, Ref_3"	0
1310	Eliurus antsingy	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_2	D1	G	A		1	0	0	Ref_2	D1	77.7	"Ref_2, Ref_3"	0
1311	Eliurus petteri	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_2	D1	G	A		1	0	0	Ref_2	D1	75	Ref_117	1
1312	Eliurus penicillatus	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	100	Ref_117	1
1313	Eliurus myoxinus	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	70	Ref_117	1
1314	Eliurus minor	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	37.5	Ref_117	1
1315	Eliurus webbi	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	75	Ref_117	1
1316	Eliurus majori	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_40	ABC	S	A		1	0	0	Ref_1	ABC	100	Ref_117	1
1317	Eliurus tanala	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	90	Ref_117	1
1318	Eliurus grandidieri	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_2	D1	S	A		1	0	0	Ref_2	D1	77.7	"Ref_2, Ref_3"	0
1319	Eliurus ellermani	Nesomyidae	0	0	0	0	0	0	40	0	60	0	Ref_2	D1	S	A		1	0	0	Ref_3	D2	100	Ref_117	1
1320	Gymnuromys roberti	Nesomyidae	20	0	0	0	0	0	30	0	40	10	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	97.5	Ref_117	1
1321	Hypogeomys antimena	Nesomyidae	0	0	0	0	0	0	100	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1250	Ref_117	1
1322	Macrotarsomys bastardi	Nesomyidae	0	0	0	0	0	0	40	0	20	40	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	25	Ref_117	1
1323	Macrotarsomys ingens	Nesomyidae	0	0	0	0	0	0	40	0	20	40	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	55	Ref_117	1
1324	Brachytarsomys albicauda	Nesomyidae	0	0	0	0	0	0	100	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_3	D2	200	Ref_117	1
1325	Brachytarsomys villosa	Nesomyidae	0	0	0	0	0	0	100	0	0	0	Ref_1	ABC	Ar	A		1	0	0	Ref_3	D2	220	Ref_117	1
1326	Brachyuromys betsileoensis	Nesomyidae	10	0	0	0	0	0	30	0	50	10	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	92.5	Ref_117	1
1327	Brachyuromys ramirohitra	Nesomyidae	10	0	0	0	0	0	30	0	50	10	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	90	Ref_117	1
1328	Petromyscus barbouri	Nesomyidae	50	0	0	0	0	0	0	0	30	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	21.49	Ref_178	2
1329	Petromyscus collinus	Nesomyidae	50	0	0	0	0	0	0	0	30	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	20	Ref_117	1
1330	Petromyscus monticularis	Nesomyidae	50	0	0	0	0	0	0	0	30	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	20.73	Ref_117	1
1331	Petromyscus shortridgei	Nesomyidae	50	0	0	0	0	0	0	0	30	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	46.5	Ref_117	1
1332	Beamys hindei	Nesomyidae	0	0	0	0	0	0	50	0	50	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	75.8	Ref_117	1
1333	Beamys major	Nesomyidae	0	0	0	0	0	0	50	0	50	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	75.8	"Ref_2, Ref_3"	0
1334	Cricetomys kivuensis	Nesomyidae	40	0	0	0	0	0	30	0	20	10	Ref_2	D1	G	A		1	0	0	Ref_2	D1	1285.41	"Ref_2, Ref_3"	0
1335	Cricetomys ansorgei	Nesomyidae	40	0	0	0	0	0	30	0	20	10	Ref_2	D1	G	A		1	0	0	Ref_2	D1	1285.41	"Ref_2, Ref_3"	0
1336	Cricetomys emini	Nesomyidae	40	0	0	0	0	0	30	0	20	10	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1299.99	Ref_117	1
1337	Cricetomys gambianus	Nesomyidae	40	0	0	0	0	0	30	0	20	10	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1271	Ref_117	1
1338	Saccostomus campestris	Nesomyidae	10	0	0	0	0	0	20	0	70	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	51.23	Ref_117	1
1339	Saccostomus mearnsi	Nesomyidae	10	0	0	0	0	0	20	0	70	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	45.5	Ref_117	1
1340	Delanymys brooksi	Nesomyidae	0	0	0	0	0	0	0	0	100	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	5	Ref_117	1
1341	Dendromus nyikae	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	15	Ref_117	1
1342	Dendromus kahuziensis	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	11	Ref_145	1
1343	Dendromus oreas	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	12.76	Ref_178	2
1344	Dendromus nyasae	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_2	D1	13.72	Ref_178	2
1345	Dendromus mystacalis	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	7.72	Ref_117	1
1346	Dendromus messorius	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	12.81	Ref_178	2
1347	Dendromus mesomelas	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	11.12	Ref_117	1
1348	Dendromus melanotis	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	9.06	Ref_117	1
1349	Dendromus leucostomus	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_2	D1	G	A		1	0	0	Ref_2	D1	10.79	"Ref_2, Ref_3"	0
1350	Dendromus vernayi	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	12.76	Ref_178	2
1351	Dendromus insignis	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	11.05	Ref_117	1
1352	Dendromus lovati	Nesomyidae	20	10	20	0	10	0	20	0	20	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	12	Ref_117	1
1353	Dendroprionomys rousseloti	Nesomyidae	20	0	0	0	0	0	30	0	40	10	Ref_3	D2	G	A		1	0	0	Ref_3	D2	67.18	Ref_178	2
1354	Malacothrix typica	Nesomyidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	13.4	Ref_117	1
1355	Megadendromus nikolausi	Nesomyidae	20	0	0	0	0	0	30	0	40	10	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	52	Ref_117	1
1356	Prionomys batesi	Nesomyidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	Ar	A		1	0	0	Ref_2	D1	12.5	Ref_117	1
1357	Steatomys parvus	Nesomyidae	30	0	0	0	0	0	0	0	30	40	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	8.85	Ref_117	1
1358	Steatomys pratensis	Nesomyidae	30	0	0	0	0	0	0	0	30	40	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	48	Ref_117	1
1359	Steatomys opimus	Nesomyidae	30	0	0	0	0	0	0	0	30	40	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	40	Ref_58	1
1360	Steatomys caurinus	Nesomyidae	30	0	0	0	0	0	0	0	30	40	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	44.75	Ref_117	1
1361	Steatomys bocagei	Nesomyidae	30	0	0	0	0	0	0	0	30	40	Ref_2	D1	G	A		1	0	0	Ref_2	D1	27.5	"Ref_2, Ref_3"	0
1362	Steatomys krebsii	Nesomyidae	30	0	0	0	0	0	0	0	30	40	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	20.67	Ref_117	1
1363	Steatomys jacksoni	Nesomyidae	30	0	0	0	0	0	0	0	30	40	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	28.4	Ref_178	2
1364	Steatomys cuppedius	Nesomyidae	30	0	0	0	0	0	0	0	30	40	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	28.39	Ref_178	2
1365	Mystromys albicaudatus	Nesomyidae	30	0	0	0	0	0	0	0	30	40	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	86.85	Ref_117	1
1366	Alticola barakshin	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	33.6	Ref_178	2
1367	Alticola argentatus	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	37.7	Ref_117	1
1368	Alticola albicaudus	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	34.53	Ref_178	2
1369	Alticola semicanus	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	33.39	Ref_178	2
1370	Alticola stoliczkanus	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	27.47	Ref_117	1
1371	Alticola tuvinicus	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	33.32	Ref_178	2
1372	Alticola montosa	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	34.53	Ref_178	2
1373	Alticola roylei	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	37	Ref_117	1
1374	Alticola olchonensis	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	0	1	Ref_1	ABC	36.96	"Ref_2, Ref_3"	0
1375	Alticola lemminus	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	33.56	Ref_178	2
1376	Alticola macrotis	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	36	Ref_117	1
1377	Alticola strelzowi	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	50	Ref_117	1
1378	Microtus gregalis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	47.5	Ref_117	1
1379	Microtus umbrosus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	42	Ref_117	1
1380	Microtus californicus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	57.42	Ref_117	1
1381	Microtus chrotorrhinus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	39	Ref_117	1
1382	Microtus longicaudus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	46.71	Ref_117	1
1383	Microtus richardsoni	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	85	Ref_117	1
1384	Microtus miurus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	41	Ref_117	1
1385	Microtus mexicanus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	35	Ref_117	1
1386	Microtus abbreviatus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	62	Ref_117	1
1387	Microtus guatemalensis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	42	Ref_117	1
1388	Microtus xanthognathus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	125.75	Ref_117	1
1389	Microtus schidlovskii	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_2	D1	G	A		1	1	1	Ref_2	D1	37.99	"Ref_2, Ref_3"	0
1390	Microtus socialis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	48	Ref_117	1
1391	Microtus paradoxus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_2	D1	G	A		1	1	1	Ref_2	D1	37.99	"Ref_2, Ref_3"	0
1392	Microtus anatolicus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_2	D1	G	A		1	1	1	Ref_2	D1	37.99	"Ref_2, Ref_3"	0
1393	Microtus tatricus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	40	Ref_117	1
1394	Microtus dogramacii	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_2	D1	G	A		1	1	1	Ref_2	D1	37.99	"Ref_2, Ref_3"	0
1395	Microtus cabrerae	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	52.5	Ref_117	1
1396	Microtus arvalis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	28	Ref_117	1
1397	Microtus agrestis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	42.5	Ref_117	1
1398	Microtus qazvinensis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_2	D1	G	A		1	1	1	Ref_2	D1	37.99	"Ref_2, Ref_3"	0
1399	Microtus levis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_2	D1	35.49	Ref_58	1
1400	Microtus guentheri	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	50	Ref_117	1
1401	Microtus irani	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	45.36	Ref_178	2
1402	Microtus ilaeus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_2	D1	36.67	Ref_178	2
1403	Microtus transcaspicus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	35.17	Ref_178	2
1404	Microtus maximowiczii	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	41.49	Ref_178	2
1405	Microtus limnophilus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	40.59	Ref_178	2
1406	Microtus montebelli	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	39.85	Ref_117	1
1407	Microtus mujanensis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	41.55	Ref_178	2
1408	Microtus fortis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	63	Ref_117	1
1409	Microtus clarkei	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_2	D1	G	A		1	1	1	Ref_1	ABC	48.14	Ref_178	2
1410	Microtus middendorffii	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	36.49	Ref_178	2
1411	Microtus oeconomus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	34.38	Ref_117	1
1412	Microtus evoronensis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	41.42	Ref_178	2
1413	Microtus kikuchii	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_2	D1	G	A		1	1	1	Ref_1	ABC	46.3	Ref_58	1
1414	Microtus mongolicus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	27.5	Ref_117	1
1415	Microtus sachalinensis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	36.33	Ref_178	2
1416	Microtus duodecimcostatus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	23	Ref_117	1
1417	Microtus majori	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	18.2	Ref_117	1
1418	Microtus thomasi	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	25.67	Ref_178	2
1419	Microtus felteni	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	24.34	Ref_178	2
1420	Microtus bavaricus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	23.94	Ref_178	2
1421	Microtus gerbei	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	24.89	Ref_178	2
1422	Microtus liechtensteini	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_2	D1	G	A		1	1	1	Ref_1	ABC	37.99	"Ref_2, Ref_3"	0
1423	Microtus daghestanicus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	12.99	Ref_117	1
1424	Microtus lusitanicus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	24.82	Ref_178	2
1425	Microtus brachycercus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_2	D1	G	A		1	1	1	Ref_2	D1	37.99	"Ref_2, Ref_3"	0
1426	Microtus savii	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	20	Ref_117	1
1427	Microtus schelkovnikovi	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	26.4	Ref_178	2
1428	Microtus subterraneus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	19.5	Ref_117	1
1429	Microtus multiplex	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	23.17	Ref_117	1
1430	Microtus montanus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	36.33	Ref_117	1
1431	Microtus townsendii	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	64.75	Ref_117	1
1432	Microtus canicaudus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	28.45	Ref_117	1
1433	Microtus breweri	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	54	Ref_117	1
1434	Microtus pennsylvanicus	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	36.75	Ref_117	1
1435	Microtus oregoni	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	20.35	Ref_117	1
1436	Microtus oaxacensis	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	39.2	Ref_117	1
1437	Microtus quasiater	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	40	Ref_117	1
1438	Microtus pinetorum	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	26.28	Ref_117	1
1439	Microtus ochrogaster	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	38.01	Ref_117	1
1440	Arborimus albipes	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_2	D1	23	Ref_117	1
1441	Arborimus pomo	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	32.5	Ref_117	1
1442	Arborimus longicaudus	Cricetidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	21.8	Ref_117	1
1443	Arvicola amphibius	Cricetidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	1	1	Ref_2	D1	120	Ref_58	1
1444	Arvicola scherman	Cricetidae	0	0	0	0	0	0	20	0	0	80	Ref_2	D1	G	A		1	1	1	Ref_2	D1	162.48	"Ref_2, Ref_3"	0
1445	Arvicola sapidus	Cricetidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	220	Ref_117	1
1446	Blanfordimys afghanus	Cricetidae	20	0	0	0	0	0	10	0	40	30	Ref_3	D2	G	A		0	1	1	Ref_1	ABC	56.99	Ref_178	2
1447	Blanfordimys bucharensis	Cricetidae	20	0	0	0	0	0	10	0	40	30	Ref_3	D2	G	A		0	1	1	Ref_1	ABC	57.08	Ref_178	2
1448	Caryomys eva	Cricetidae	0	0	0	0	0	0	0	0	20	80	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	47.71	"Ref_2, Ref_3"	0
