"id","Order","Family","Genus","Species","Fos","Ter","Aqu","Arb","Leaves","Flowers","Seeds","Fruits","Arthro","Vert","Diu","Noc","Crepu","Wet_warm","Wet_cold","Dry_warm","Dry_cold","Body_mass_g","Age_at_maturity_min_y","Age_at_maturity_max_y","Body_size_mm","Size_at_maturity_min_mm","Size_at_maturity_max_mm","Longevity_max_y","Litter_size_min_n","Litter_size_max_n","Reproductive_output_y","Offspring_size_min_mm","Offspring_size_max_mm","Dir","Lar","Viv","OBS"
"Anf1308","Anura","Craugastoridae","Craugastor","Craugastor polyptychus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1309","Anura","Craugastoridae","Craugastor","Craugastor pozo",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1310","Anura","Craugastoridae","Craugastor","Craugastor psephosypharus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1311","Anura","Craugastoridae","Craugastor","Craugastor punctariolus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1312","Anura","Craugastoridae","Craugastor","Craugastor pygmaeus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1313","Anura","Craugastoridae","Craugastor","Craugastor raniformis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1314","Anura","Craugastoridae","Craugastor","Craugastor ranoides",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1315","Anura","Craugastoridae","Craugastor","Craugastor rayo",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf1316","Anura","Craugastoridae","Craugastor","Craugastor rhodopis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1317","Anura","Craugastoridae","Craugastor","Craugastor rhyacobatrachus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1318","Anura","Craugastoridae","Craugastor","Craugastor rivulus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1319","Anura","Craugastoridae","Craugastor","Craugastor rostralis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1320","Anura","Craugastoridae","Craugastor","Craugastor rugosus",NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1321","Anura","Craugastoridae","Craugastor","Craugastor rugulosus",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,64,64,1,NA,NA,1,0,0,NA
"Anf1322","Anura","Craugastoridae","Craugastor","Craugastor rupinius",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1323","Anura","Craugastoridae","Craugastor","Craugastor sabrinus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1324","Anura","Craugastoridae","Craugastor","Craugastor saltator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf1325","Anura","Craugastoridae","Craugastor","Craugastor saltuarius",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1326","Anura","Craugastoridae","Craugastor","Craugastor sandersoni",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1327","Anura","Craugastoridae","Craugastor","Craugastor silvicola",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1328","Anura","Craugastoridae","Craugastor","Craugastor spatulatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1329","Anura","Craugastoridae","Craugastor","Craugastor stadelmani",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1330","Anura","Craugastoridae","Craugastor","Craugastor stejnegerianus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1331","Anura","Craugastoridae","Craugastor","Craugastor stuarti",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1332","Anura","Craugastoridae","Craugastor","Craugastor tabasarae",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1333","Anura","Craugastoridae","Craugastor","Craugastor talamancae",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1334","Anura","Craugastoridae","Craugastor","Craugastor tarahumaraensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1335","Anura","Craugastoridae","Craugastor","Craugastor taurus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1336","Anura","Craugastoridae","Craugastor","Craugastor taylori",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf1337","Anura","Craugastoridae","Craugastor","Craugastor trachydermus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1338","Anura","Craugastoridae","Craugastor","Craugastor underwoodi",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1339","Anura","Craugastoridae","Craugastor","Craugastor uno",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1340","Anura","Craugastoridae","Craugastor","Craugastor vocalis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1341","Anura","Craugastoridae","Craugastor","Craugastor vulcani",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1342","Anura","Craugastoridae","Craugastor","Craugastor xucanebi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1343","Anura","Craugastoridae","Craugastor","Craugastor yucatanensis",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf1344","Anura","Craugastoridae","Haddadus","Haddadus binotatus",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,3.9,NA,NA,63.8,NA,NA,NA,30,33,1,1.9,5,1,0,0,NA
"Anf1345","Anura","Craugastoridae","Haddadus","Haddadus plicifer",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf1346","Anura","Cycloramphidae","Rupirana","Rupirana cardosoi",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1347","Anura","Cycloramphidae","Alsodes","Alsodes australis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1348","Anura","Cycloramphidae","Alsodes","Alsodes Barrioi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1349","Anura","Cycloramphidae","Alsodes","Alsodes coppingeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf1350","Anura","Cycloramphidae","Alsodes","Alsodes gargola",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1351","Anura","Cycloramphidae","Alsodes","Alsodes hugoi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,70.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1352","Anura","Cycloramphidae","Alsodes","Alsodes igneus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1353","Anura","Cycloramphidae","Alsodes","Alsodes kaweshkari",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1354","Anura","Cycloramphidae","Alsodes","Alsodes laevis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1355","Anura","Cycloramphidae","Alsodes","Alsodes montanus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1356","Anura","Cycloramphidae","Alsodes","Alsodes monticola",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1357","Anura","Cycloramphidae","Alsodes","Alsodes nodosus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1358","Anura","Cycloramphidae","Alsodes","Alsodes norae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf1359","Anura","Cycloramphidae","Alsodes","Alsodes pehuenche",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1360","Anura","Cycloramphidae","Alsodes","Alsodes tumultuosus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1361","Anura","Cycloramphidae","Alsodes","Alsodes valdiviensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1362","Anura","Cycloramphidae","Alsodes","Alsodes vanzolinii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1363","Anura","Cycloramphidae","Alsodes","Alsodes verrucosus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1364","Anura","Cycloramphidae","Alsodes","Alsodes vittatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1365","Anura","Cycloramphidae","Eupsophus","Eupsophus calcaratus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1366","Anura","Cycloramphidae","Eupsophus","Eupsophus contulmoensis",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1367","Anura","Cycloramphidae","Eupsophus","Eupsophus emiliopugini",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1368","Anura","Cycloramphidae","Eupsophus","Eupsophus insularis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1369","Anura","Cycloramphidae","Eupsophus","Eupsophus migueli",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1370","Anura","Cycloramphidae","Eupsophus","Eupsophus nahuelbutensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1371","Anura","Cycloramphidae","Eupsophus","Eupsophus queulensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1372","Anura","Cycloramphidae","Eupsophus","Eupsophus roseus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1373","Anura","Cycloramphidae","Eupsophus","Eupsophus septentrionalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1374","Anura","Cycloramphidae","Eupsophus","Eupsophus vertebralis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1375","Anura","Cycloramphidae","Hylorina","Hylorina sylvatica",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1376","Anura","Cycloramphidae","Insuetophrynus","Insuetophrynus acarpicus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,56.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1377","Anura","Cycloramphidae","Limnomedusa","Limnomedusa macroglossa",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1378","Anura","Cycloramphidae","Macrogenioglottus","Macrogenioglottus alipioi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.8,NA,NA,NA,NA,NA,1,1.25,1.35,0,1,0,NA
"Anf1379","Anura","Cycloramphidae","Odontophrynus","Odontophrynus achalensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1380","Anura","Cycloramphidae","Odontophrynus","Odontophrynus americanus",1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1381","Anura","Cycloramphidae","Odontophrynus","Odontophrynus Barrioi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1382","Anura","Cycloramphidae","Odontophrynus","Odontophrynus carvalhoi",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1383","Anura","Cycloramphidae","Odontophrynus","Odontophrynus cordobae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1384","Anura","Cycloramphidae","Odontophrynus","Odontophrynus cultripes",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1385","Anura","Cycloramphidae","Odontophrynus","Odontophrynus lavillai",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.3,NA,NA,NA,3696,3696,1,NA,NA,0,1,0,NA
"Anf1386","Anura","Cycloramphidae","Odontophrynus","Odontophrynus maisuma",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,43.6,NA,NA,NA,2980,2980,NA,1.1,1.1,NA,NA,NA,NA
"Anf1387","Anura","Cycloramphidae","Odontophrynus","Odontophrynus occidentalis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1388","Anura","Cycloramphidae","Odontophrynus","Odontophrynus salvatori",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1389","Anura","Cycloramphidae","Proceratophrys","Proceratophrys appendiculata",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,63.2,NA,NA,NA,355,656,1,2,4.6,0,1,0,NA
"Anf1390","Anura","Cycloramphidae","Proceratophrys","Proceratophrys avelinoi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1391","Anura","Cycloramphidae","Proceratophrys","Proceratophrys bigibbosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,53.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1392","Anura","Cycloramphidae","Proceratophrys","Proceratophrys boiei",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,9.5,NA,NA,74.3,NA,NA,NA,1296,1296,1,1.8,1.8,0,1,0,NA
"Anf1393","Anura","Cycloramphidae","Proceratophrys","Proceratophrys brauni",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,39.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1394","Anura","Cycloramphidae","Proceratophrys","Proceratophrys concavitympanum",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1395","Anura","Cycloramphidae","Proceratophrys","Proceratophrys cristiceps",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,50.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1396","Anura","Cycloramphidae","Proceratophrys","Proceratophrys cururu",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,53.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1397","Anura","Cycloramphidae","Proceratophrys","Proceratophrys goyana",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,62.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1398","Anura","Cycloramphidae","Proceratophrys","Proceratophrys laticeps",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,82.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1399","Anura","Cycloramphidae","Proceratophrys","Proceratophrys melanopogon",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,65.8,NA,NA,NA,664,664,1,NA,NA,0,1,0,NA
"Anf1400","Anura","Cycloramphidae","Proceratophrys","Proceratophrys moehringi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,63.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1401","Anura","Cycloramphidae","Proceratophrys","Proceratophrys moratoi",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf1402","Anura","Cycloramphidae","Proceratophrys","Proceratophrys palustris",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1403","Anura","Cycloramphidae","Proceratophrys","Proceratophrys paviotii",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,56.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1404","Anura","Cycloramphidae","Proceratophrys","Proceratophrys phyllostoma",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf1405","Anura","Cycloramphidae","Proceratophrys","Proceratophrys renalis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf1406","Anura","Cycloramphidae","Proceratophrys","Proceratophrys rondonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf1407","Anura","Cycloramphidae","Proceratophrys","Proceratophrys sanctaritae",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf1408","Anura","Cycloramphidae","Proceratophrys","Proceratophrys schirchi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1409","Anura","Cycloramphidae","Proceratophrys","Proceratophrys subguttata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf1410","Anura","Cycloramphidae","Proceratophrys","Proceratophrys tupinamba",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,72.8,NA,NA,NA,729,946,NA,NA,NA,NA,NA,NA,"Identified as P. appendiculata in Boquimpani-Freitas et al. 2002"
"Anf1411","Anura","Cycloramphidae","Thoropa","Thoropa lutzi",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,265,265,1,NA,NA,0,1,0,NA
"Anf1412","Anura","Cycloramphidae","Thoropa","Thoropa megatympanum",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,40,95,1,3.4,3.4,0,1,0,NA
